n,k,x,y
51,42,22.826663929554087,11.366328072301732
51,43,21.25686082313855,14.085306810492895
51,44,19.36482537469504,16.590766655208164
51,45,17.17923891298721,18.844727389126806
51,46,14.73323270091041,20.81302126508365
51,47,12.063885699318252,22.465810954287505
51,48,9.211662487772404,23.77804184981107
51,49,6.2197998627636295,24.72982186889274
51,50,3.133651411950209,25.30672299663436
52,0,1.592040838891559e-15,26.0
52,1,-3.133953686638395,25.810430726549402
52,2,-6.222207271476501,25.244487253077352
52,3,-9.219727063105928,24.310422309820787
52,4,-12.082802473137981,23.021856666983457
52,5,-14.769683415010048,21.397580513235066
52,6,-17.241189114260678,19.461279452448625
52,7,-19.461279452448622,17.241189114260685
52,8,-21.397580513235066,14.769683415010052
52,9,-23.021856666983453,12.082802473137985
52,10,-24.310422309820783,9.219727063105932
52,11,-25.24448725307735,6.222207271476511
52,12,-25.810430726549402,3.1339536866384
52,13,-26.0,3.184081677783118e-15
52,14,-25.810430726549402,-3.1339536866383932
52,15,-25.244487253077356,-6.222207271476493
52,16,-24.310422309820787,-9.219727063105926
52,17,-23.021856666983457,-12.08280247313798
52,18,-21.397580513235066,-14.769683415010045
52,19,-19.461279452448633,-17.24118911426067
52,20,-17.241189114260674,-19.46127945244863
52,21,-14.769683415010054,-21.397580513235066
52,22,-12.082802473137997,-23.02185666698345
52,23,-9.219727063105934,-24.310422309820783
52,24,-6.222207271476501,-25.244487253077352
52,25,-3.1339536866383897,-25.810430726549406
52,26,-4.776122516674677e-15,-26.0
52,27,3.1339536866383804,-25.810430726549406
52,28,6.222207271476492,-25.244487253077356
52,29,9.219727063105925,-24.310422309820787
52,30,12.082802473137969,-23.021856666983464
52,31,14.769683415010045,-21.39758051323507
52,32,17.241189114260674,-19.46127945244863
52,33,19.46127945244862,-17.241189114260685
52,34,21.397580513235066,-14.769683415010054
52,35,23.02185666698345,-12.082802473137999
52,36,24.310422309820783,-9.219727063105935
52,37,25.244487253077352,-6.222207271476503
52,38,25.810430726549402,-3.1339536866384146
52,39,26.0,-6.368163355566236e-15
52,40,25.810430726549402,3.1339536866384017
52,41,25.244487253077356,6.22220727147649
52,42,24.310422309820787,9.219727063105923
52,43,23.021856666983467,12.082802473137967
52,44,21.397580513235084,14.769683415010025
52,45,19.46127945244863,17.241189114260674
52,46,17.241189114260685,19.46127945244862
52,47,14.769683415010057,21.397580513235063
52,48,12.08280247313798,23.021856666983457
52,49,9.219727063105935,24.310422309820783
52,50,6.222207271476504,25.244487253077352
52,51,3.133953686638416,25.8104307265494
53,0,1.622657008870243e-15,26.5
53,1,-3.1342390294161895,26.3139990443582
53,2,-6.224480213196067,25.758607223130884
53,3,-9.227343339011565,24.841621020054205
53,4,-12.100674790933397,23.575912911360803
53,5,-14.804139293796787,21.97925066443035
53,6,-17.29978613204882,20.074047917282936
53,7,-19.55258189460577,17.887049540232585
53,8,-21.530902267150555,15.448956196533508
53,9,-23.206975968184373,12.79399337236474
53,10,-24.557274596943586,9.959430926027315
53,11,-25.562842920571505,6.9850599008303
53,12,-26.209564964037344,3.9126339460657613
53,13,-26.48836216748305,0.7852831872978328
53,14,-26.395320829303248,-2.35309122605777
53,15,-25.931747045936856,-5.458433396639102
53,16,-25.10414837713607,-8.487151127365202
53,17,-23.924142494092205,-11.396727860327793
53,18,-22.40829409279839,-14.146319516066951
53,19,-20.577882362028127,-16.69732785491534
53,20,-18.458602270169425,-19.01394231167477
53,21,-16.080203864192722,-21.063642697453865
53,22,-13.476074644204353,-22.817655711834917
53,23,-10.682770876131265,-24.25135885693999
53,24,-7.739504421879874,-25.34462608332784
53,25,-4.68759229074819,-26.082110315611313
53,26,-1.5698766391834265,-26.45345889175452
53,27,1.5698766391834167,-26.45345889175452
53,28,4.687592290748181,-26.082110315611317
53,29,7.739504421879865,-25.344626083327842
53,30,10.682770876131256,-24.25135885693999
53,31,13.476074644204322,-22.81765571183493
53,32,16.080203864192733,-21.063642697453854
53,33,18.45860227016942,-19.01394231167478
53,34,20.577882362028127,-16.69732785491534
53,35,22.408294092798386,-14.14631951606696
53,36,23.924142494092205,-11.396727860327792
53,37,25.104148377136067,-8.48715112736521
53,38,25.931747045936852,-5.458433396639112
53,39,26.395320829303248,-2.353091226057791
53,40,26.48836216748305,0.7852831872978231
53,41,26.209564964037348,3.912633946065729
53,42,25.562842920571505,6.985059900830301
53,43,24.557274596943586,9.959430926027306
53,44,23.206975968184384,12.79399337236472
53,45,21.530902267150562,15.448956196533503
53,46,19.55258189460579,17.88704954023256
53,47,17.299786132048816,20.074047917282936
53,48,14.804139293796796,21.979250664430342
53,49,12.100674790933416,23.575912911360792
53,50,9.227343339011579,24.841621020054202
53,51,6.22448021319607,25.758607223130884
53,52,3.1342390294161873,26.3139990443582
54,0,1.6532731788489269e-15,27.0
54,1,-3.134508681381215,26.817435659032462
54,2,-6.226628510045884,26.272211505655243
54,3,-9.234543869793056,25.37170076121953
54,4,-12.117577865412478,24.128081288732133
54,5,-14.836742407911762,22.558170908149282
54,6,-17.35526546153656,20.683199964212406
54,7,-19.639088322472315,18.528524222455808
54,8,-21.657326204386184,16.123281975975228
54,9,-23.38268590217984,13.500000000000009
54,10,-24.791834885767397,10.694153683057234
54,11,-25.865716832518196,7.743687283199446
54,12,-26.589809331329615,4.6885007970071175
54,13,-26.954320273324242,1.5699103805828447
54,14,-26.954320273324242,-1.5699103805828503
54,15,-26.58980933132962,-4.68850079700711
54,16,-25.865716832518196,-7.74368728319944
54,17,-24.7918348857674,-10.694153683057227
54,18,-23.382685902179848,-13.499999999999993
54,19,-21.657326204386187,-16.12328197597522
54,20,-19.63908832247232,-18.5285242224558
54,21,-17.355265461536547,-20.683199964212417
54,22,-14.836742407911776,-22.558170908149272
54,23,-12.117577865412484,-24.12808128873213
54,24,-9.23454386979305,-25.37170076121953
54,25,-6.226628510045891,-26.272211505655243
54,26,-3.1345086813812095,-26.817435659032462
54,27,-4.95981953654678e-15,-27.0
54,28,3.1345086813812233,-26.81743565903246
54,29,6.226628510045881,-26.272211505655246
54,30,9.23454386979304,-25.37170076121953
54,31,12.117577865412475,-24.128081288732133
54,32,14.836742407911771,-22.55817090814928
54,33,17.35526546153656,-20.68319996421241
54,34,19.639088322472304,-18.528524222455815
54,35,21.65732620438618,-16.123281975975228
54,36,23.382685902179837,-13.500000000000012
54,37,24.791834885767397,-10.694153683057236
54,38,25.865716832518196,-7.743687283199449
54,39,26.589809331329615,-4.68850079700712
54,40,26.954320273324242,-1.56991038058286
54,41,26.954320273324242,1.569910380582823
54,42,26.589809331329615,4.688500797007131
54,43,25.8657168325182,7.743687283199437
54,44,24.791834885767404,10.694153683057225
54,45,23.38268590217984,13.5
54,46,21.65732620438619,16.123281975975218
54,47,19.63908832247231,18.528524222455808
54,48,17.35526546153657,20.6831999642124
54,49,14.83674240791178,22.558170908149272
54,50,12.117577865412487,24.128081288732126
54,51,9.234543869793077,25.37170076121952
54,52,6.22662851004587,26.272211505655246
54,53,3.134508681381213,26.817435659032462
55,0,1.6838893488276107e-15,27.5
55,1,-3.134763771989865,27.32074772208513
55,2,-6.228661104208517,26.785327715914175
55,3,-9.241358313424325,25.90072000008693
55,4,-12.133580284188582,24.67845678901236
55,5,-14.867622480028936,23.13447215285748
55,6,-17.407842479743934,21.28889429257477
55,7,-19.721124630871493,19.16578313802057
55,8,-21.777311762862563,16.792816689974554
55,9,-23.549598331918695,14.200930195071454
55,10,-25.014879872249256,11.423912857551874
55,11,-26.15405419811672,8.497967345311057
55,12,-26.952270430040816,5.46123783275801
55,13,-27.399122598724016,2.353312733168085
55,14,-27.488785302775202,-0.7852913968266481
55,15,-27.22008965172565,-3.9136580525153355
55,16,-26.596538504303826,-6.991004190320878
55,17,-25.62626080331494,-9.977211897142633
55,18,-24.321905602439895,-12.833351388706026
55,19,-22.70047716647629,-15.522188518836145
55,20,-20.783113294742105,-18.008670183495337
55,21,-18.594809757535533,-20.260381291601135
55,22,-16.164094438043016,-22.247967345311054
55,23,-13.522655427754113,-23.94551712079387
55,24,-10.704927923728283,-25.330900460658373
55,25,-7.7476453131393175,-26.38605677439868
55,26,-4.689360297397137,-27.09723048581156
55,27,-1.5699422987261333,-27.45515035796873
55,28,1.5699422987261233,-27.45515035796873
55,29,4.689360297397151,-27.097230485811558
55,30,7.747645313139307,-26.386056774398682
55,31,10.704927923728272,-25.330900460658373
55,32,13.522655427754083,-23.945517120793884
55,33,16.164094438043005,-22.247967345311057
55,34,18.594809757535543,-20.260381291601128
55,35,20.78311329474209,-18.00867018349535
55,36,22.700477166476283,-15.522188518836153
55,37,24.32190560243989,-12.833351388706033
55,38,25.62626080331493,-9.977211897142643
55,39,26.596538504303815,-6.991004190320912
55,40,27.220089651725647,-3.913658052515346
55,41,27.488785302775202,-0.7852913968266582
55,42,27.399122598724013,2.3533127331680994
55,43,26.95227043004082,5.461237832758
55,44,26.154054198116736,8.497967345311025
55,45,25.01487987224926,11.423912857551866
55,46,23.54959833191871,14.200930195071436
55,47,21.777311762862567,16.792816689974547
55,48,19.721124630871504,19.165783138020565
55,49,17.407842479743948,21.288894292574756
55,50,14.867622480028933,23.134472152857484
55,51,12.133580284188591,24.678456789012355
55,52,9.241358313424318,25.900720000086935
55,53,6.228661104208515,26.785327715914175
55,54,3.1347637719898933,27.320747722085127
56,0,1.7145055188062944e-15,28.0
56,1,-3.1350053308926182,27.823941877010792
56,2,-6.2305861507768014,27.297981541091062
56,3,-9.247813734744675,26.42873324863429
56,4,-12.148744695291626,25.227128301267737
56,5,-14.896898142429421,23.708277578391957
56,6,-17.457714452044538,21.891281509104836
56,7,-19.798989873223327,19.79898987322333
56,8,-21.891281509104836,17.45771445204454
56,9,-23.708277578391957,14.896898142429427
56,10,-25.227128301267733,12.148744695291631
56,11,-26.42873324863429,9.247813734744682
56,12,-27.297981541091062,6.230586150776806
56,13,-27.823941877010792,3.1350053308926236
56,14,-28.0,3.429011037612589e-15
56,15,-27.823941877010792,-3.1350053308926165
56,16,-27.297981541091062,-6.2305861507768
56,17,-26.42873324863429,-9.247813734744675
56,18,-25.227128301267737,-12.148744695291624
56,19,-23.708277578391957,-14.896898142429421
56,20,-21.891281509104836,-17.457714452044534
56,21,-19.798989873223334,-19.798989873223327
56,22,-17.457714452044545,-21.891281509104832
56,23,-14.896898142429427,-23.708277578391957
56,24,-12.148744695291633,-25.227128301267733
56,25,-9.247813734744684,-26.428733248634288
56,26,-6.2305861507768086,-27.297981541091062
56,27,-3.135005330892625,-27.823941877010792
56,28,-5.143516556418883e-15,-28.0
56,29,3.135005330892615,-27.823941877010792
56,30,6.230586150776798,-27.297981541091062
56,31,9.247813734744673,-26.42873324863429
56,32,12.148744695291622,-25.22712830126774
56,33,14.896898142429418,-23.708277578391957
56,34,17.457714452044534,-21.891281509104836
56,35,19.798989873223327,-19.798989873223334
56,36,21.891281509104832,-17.457714452044545
56,37,23.708277578391954,-14.89689814242943
56,38,25.227128301267733,-12.148744695291633
56,39,26.428733248634288,-9.247813734744685
56,40,27.29798154109106,-6.23058615077681
56,41,27.823941877010792,-3.1350053308926267
56,42,28.0,-6.858022075225178e-15
56,43,27.823941877010792,3.135005330892613
56,44,27.29798154109107,6.230586150776772
56,45,26.428733248634295,9.247813734744671
56,46,25.22712830126774,12.14874469529162
56,47,23.70827757839196,14.896898142429418
56,48,21.89128150910484,17.457714452044534
56,49,19.798989873223334,19.798989873223327
56,50,17.457714452044545,21.89128150910483
56,51,14.89689814242943,23.708277578391954
56,52,12.148744695291612,25.227128301267744
56,53,9.247813734744687,26.428733248634288
56,54,6.230586150776811,27.29798154109106
56,55,3.1350053308926285,27.823941877010792
57,0,1.7451216887849782e-15,28.5
57,1,-3.1352342983312584,28.32702430356156
57,2,-6.23241109938171,27.810196904881916
57,3,-9.25393487233348,26.955791388468086
57,4,-12.163128411647504,25.77417907988096
57,5,-14.924678048654519,24.27970315189232
57,6,-17.505062311655532,22.490504517797216
57,7,-19.87295883117887,20.42830162530086
57,8,-21.999624551115147,18.11812682398409
57,9,-23.859244630482063,15.588022506489164
57,10,-25.42924580062423,12.868700711860345
57,11,-26.69057037411606,9.993170322993498
57,12,-27.627907579270918,6.996336383512774
57,13,-28.22987941216884,3.9145763978246304
57,14,-28.489178750211117,0.7852987574926141
57,15,-28.40265805069009,-2.353511345961462
57,16,-27.97136755769391,-5.463753009826549
57,17,-27.20054255356596,-8.507672113548299
57,18,-26.099539809669135,-11.448319602609633
57,19,-24.681724007856506,-14.249999999999993
57,20,-22.964305511337884,-16.878704700951925
57,21,-20.968131454184245,-19.302524791333624
57,22,-18.717432685360436,-21.49203837864154
57,23,-16.2395296390426,-23.420667733919476
57,24,-13.56450070155659,-25.065001909384943
57,25,-10.724817100513329,-26.405080915621845
57,26,-7.7549487480920405,-27.424638008813638
57,27,-4.690945823000934,-28.111297146977588
57,28,-1.570001170142158,-28.456723218349513
57,29,1.5700011701421475,-28.456723218349513
57,30,4.690945823000899,-28.111297146977588
57,31,7.754948748092032,-27.42463800881364
57,32,10.724817100513318,-26.40508091562185
57,33,13.564500701556582,-25.065001909384947
57,34,16.239529639042594,-23.42066773391948
57,35,18.71743268536042,-21.492038378641553
57,36,20.968131454184256,-19.302524791333614
57,37,22.96430551133787,-16.878704700951943
57,38,24.681724007856495,-14.250000000000012
57,39,26.099539809669132,-11.448319602609644
57,40,27.200542553565956,-8.507672113548308
57,41,27.971367557693906,-5.463753009826559
57,42,28.40265805069009,-2.353511345961459
57,43,28.489178750211117,0.7852987574926037
57,44,28.229879412168845,3.9145763978246197
57,45,27.627907579270918,6.996336383512763
57,46,26.690570374116067,9.993170322993489
57,47,25.429245800624223,12.868700711860358
57,48,23.85924463048207,15.588022506489157
57,49,21.99962455111515,18.118126823984078
57,50,19.872958831178877,20.428301625300854
57,51,17.505062311655543,22.49050451779721
57,52,14.924678048654506,24.27970315189233
57,53,12.163128411647513,25.774179079880955
57,54,9.253934872333488,26.955791388468086
57,55,6.23241109938172,27.810196904881913
57,56,3.135234298331269,28.32702430356156
58,0,1.7757378587636622e-15,29.0
58,1,-3.1354515342943103,28.830000757476427
58,2,-6.234142766119699,28.321996115592512
58,3,-9.259744373943422,27.48194196430127
58,4,-12.176783945247674,26.319687170457755
58,5,-14.951061858133624,24.848858108860092
58,6,-17.550052240619195,23.086698905463667
58,7,-19.94328430674927,21.053869265770796
58,8,-22.102699598701456,18.774202258673007
58,9,-24.002980946549823,16.274424895509092
58,10,-25.621849288934662,13.583844780293916
58,11,-26.94032487468695,10.734006504857518
58,12,-27.942949783057465,7.758321817347404
58,13,-28.61796915370426,4.691677900030176
58,14,-28.95746900168259,1.570028348977119
58,15,-28.957469001682593,-1.5700283489770988
58,16,-28.617969153704262,-4.691677900030169
58,17,-27.942949783057465,-7.75832181734741
58,18,-26.940324874686954,-10.734006504857511
58,19,-25.62184928893467,-13.58384478029391
58,20,-24.00298094654983,-16.274424895509085
58,21,-22.102699598701456,-18.774202258673
58,22,-19.943284306749288,-21.053869265770786
58,23,-17.5500522406192,-23.086698905463663
58,24,-14.951061858133631,-24.84885810886009
58,25,-12.176783945247681,-26.31968717045775
58,26,-9.259744373943416,-27.48194196430127
58,27,-6.234142766119706,-28.321996115592512
58,28,-3.1354515342943308,-28.830000757476427
58,29,-5.327213576290986e-15,-29.0
58,30,3.1354515342942944,-28.83000075747643
58,31,6.234142766119695,-28.321996115592512
58,32,9.259744373943406,-27.481941964301274
58,33,12.176783945247672,-26.319687170457755
58,34,14.951061858133643,-24.84885810886008
58,35,17.55005224061917,-23.08669890546368
58,36,19.94328430674927,-21.0538692657708
58,37,22.10269959870146,-18.774202258672997
58,38,24.002980946549823,-16.274424895509096
58,39,25.621849288934655,-13.58384478029393
58,40,26.94032487468695,-10.73400650485752
58,41,27.94294978305746,-7.7583218173474195
58,42,28.61796915370426,-4.69167790003018
58,43,28.95746900168259,-1.5700283489771223
58,44,28.957469001682593,1.5700283489770825
58,45,28.617969153704262,4.691677900030165
58,46,27.942949783057472,7.758321817347381
58,47,26.940324874686954,10.734006504857508
58,48,25.621849288934662,13.583844780293918
58,49,24.00298094654983,16.274424895509082
58,50,22.102699598701456,18.774202258673007
58,51,19.94328430674928,21.053869265770793
58,52,17.55005224061918,23.086698905463674
58,53,14.951061858133633,24.848858108860085
58,54,12.176783945247685,26.31968717045775
58,55,9.259744373943418,27.48194196430127
58,56,6.234142766119709,28.32199611559251
58,57,3.135451534294334,28.830000757476427
59,0,1.8063540287423458e-15,29.5
59,1,-3.135657826597276,29.332876606199044
59,2,-6.2357873970739135,28.833399999627066
59,3,-9.265263004647483,28.007229449817252
59,4,-12.189759480167154,26.86372579921994
59,5,-14.97614110999577,25.415845401117284
59,6,-17.592837076885782,23.679993318963437
59,7,-20.010199169953676,21.675837450460484
59,8,-22.200837710756083,19.42608568241864
59,9,-24.139931889290985,16.956228601325005
59,10,-25.805510993692856,14.294250674813183
59,11,-27.178703347177184,11.470313176462964
59,12,-28.24395013167916,8.516412446518826
59,13,-28.98918167547937,5.466017360569867
59,14,-29.405954207407127,2.353690113815947
59,15,-29.489545528141853,-0.7853053824143582
59,16,-29.239008514618213,-3.915403054869799
59,17,-28.657181851308945,-7.001137646197886
59,18,-27.750657866795486,-10.00754655048189
59,19,-26.529707840050968,-12.900565953536232
59,20,-25.008165622745295,-15.6474167895324
59,21,-23.203270896177955,-18.216976140912656
59,22,-21.1354738388003,-20.580129873482043
59,23,-18.8282034175222,-22.710102511182228
59,24,-16.30760192815521,-24.582760612934184
59,25,-13.602228792755124,-26.176886214168857
59,26,-10.742736969958242,-27.474417234843987
59,27,-7.761525644711892,-28.460652130028215
59,28,-4.692373132562616,-29.12441646427967
59,29,-1.570054157844288,-29.458189522464476
59,30,1.5700541578442773,-29.458189522464476
59,31,4.692373132562605,-29.12441646427967
59,32,7.76152564471188,-28.46065213002822
59,33,10.742736969958257,-27.474417234843983
59,34,13.602228792755113,-26.17688621416886
59,35,16.307601928155183,-24.58276061293421
59,36,18.828203417522193,-22.710102511182235
59,37,21.135473838800294,-20.580129873482054
59,38,23.203270896177948,-18.216976140912664
59,39,25.008165622745288,-15.647416789532407
59,40,26.529707840050964,-12.90056595353624
59,41,27.75065786679548,-10.007546550481901
59,42,28.65718185130894,-7.001137646197897
59,43,29.23900851461821,-3.9154030548698096
59,44,29.48954552814185,-0.785305382414369
59,45,29.40595420740713,2.353690113815936
59,46,28.989181675479372,5.4660173605698565
59,47,28.243950131679156,8.516412446518828
59,48,27.17870334717719,11.470313176462941
59,49,25.805510993692867,14.294250674813162
59,50,24.139931889290985,16.95622860132501
59,51,22.2008377107561,19.426085682418623
59,52,20.010199169953676,21.675837450460484
59,53,17.592837076885793,23.67999331896343
59,54,14.976141109995803,25.415845401117267
59,55,12.189759480167158,26.86372579921994
59,56,9.265263004647494,28.00722944981725
59,57,6.235787397073949,28.833399999627062
59,58,3.135657826597287,29.332876606199044
60,0,1.83697019872103e-15,30.0
60,1,-3.1358538980296,29.835656861048204
60,2,-6.237350724532781,29.34442802201417
60,3,-9.27050983124842,28.53169548885461
60,4,-12.202099292274001,27.40636372927803
60,5,-14.999999999999993,25.98076211353316
60,6,-17.63355756877419,24.270509831248425
60,7,-20.073918190765745,22.294344764321828
60,8,-22.29434476432182,20.07391819076575
60,9,-24.27050983124842,17.633557568774197
60,10,-25.980762113533153,15.00000000000001
60,11,-27.406363729278024,12.202099292274013
60,12,-28.531695488854606,9.270509831248425
60,13,-29.34442802201417,6.23735072453278
60,14,-29.835656861048204,3.1358538980295987
60,15,-30.0,3.67394039744206e-15
60,16,-29.835656861048204,-3.1358538980295916
60,17,-29.344428022014167,-6.237350724532785
60,18,-28.53169548885461,-9.270509831248418
60,19,-27.406363729278034,-12.202099292273994
60,20,-25.980762113533164,-14.999999999999991
60,21,-24.270509831248425,-17.63355756877419
60,22,-22.29434476432184,-20.07391819076574
60,23,-20.073918190765752,-22.29434476432182
60,24,-17.633557568774197,-24.27050983124842
60,25,-14.999999999999988,-25.980762113533164
60,26,-12.202099292274003,-27.40636372927803
60,27,-9.270509831248427,-28.531695488854606
60,28,-6.237350724532768,-29.34442802201417
60,29,-3.135853898029601,-29.835656861048204
60,30,-5.510910596163089e-15,-30.0
60,31,3.1358538980295894,-29.835656861048204
60,32,6.237350724532757,-29.344428022014174
60,33,9.270509831248416,-28.53169548885461
60,34,12.202099292274017,-27.406363729278024
60,35,14.99999999999998,-25.98076211353317
60,36,17.633557568774187,-24.270509831248425
60,37,20.073918190765752,-22.29434476432182
60,38,22.29434476432181,-20.073918190765763
60,39,24.27050983124842,-17.6335575687742
60,40,25.980762113533153,-15.000000000000014
60,41,27.406363729278016,-12.202099292274028
60,42,28.531695488854606,-9.270509831248429
60,43,29.344428022014167,-6.237350724532796
60,44,29.8356568610482,-3.1358538980296293
60,45,30.0,-7.34788079488412e-15
60,46,29.835656861048204,3.135853898029588
60,47,29.344428022014167,6.2373507245327815
60,48,28.53169548885461,9.270509831248415
60,49,27.406363729278034,12.202099292273992
60,50,25.980762113533157,15.0
60,51,24.270509831248425,17.633557568774187
60,52,22.29434476432182,20.073918190765752
60,53,20.073918190765745,22.294344764321828
60,54,17.6335575687742,24.270509831248418
60,55,14.999999999999991,25.980762113533164
60,56,12.202099292274006,27.406363729278027
60,57,9.270509831248432,28.531695488854606
60,58,6.237350724532771,29.34442802201417
60,59,3.135853898029604,29.8356568610482
