n,radius,central_angle_rad,central_angle_deg,side_chord,circumscribed_side,apothem,spoke_base_angle_deg,diag2,diag2_over_side,apothem_over_radius,vertices_shared_with_smaller_dgon,smallest_proper_divisor_gon,n_is_prime_like,euler_totient,predicted_shared_from_totient
245,122.5,0.02564565431501872,1.469387755102041,3.141506561623193,3.141764850263943,122.4899291130941,89.26530612244899,6.282496588433386,1.9998355773566383,0.9999177886783193,76,5,0,168,76
246,123.0,0.025541403687721894,1.4634146341463414,3.141507260129553,3.1417634530453062,122.98997005054372,89.26829268292683,6.2825021762097455,1.9998369113909547,0.9999184556954774,165,2,0,80,165
247,123.5,0.025437997195059053,1.45748987854251,3.141507950169307,3.1417620727640245,123.49001065652945,89.27125506072875,6.282507696258781,1.9998382292555377,0.9999191146277688,30,13,0,216,30
248,124.0,0.025335424625724138,1.4516129032258065,3.1415086318787364,3.1417607091474378,123.99005093506075,89.2741935483871,6.2825131496706055,1.9998395312106572,0.9999197656053286,127,2,0,120,127
249,124.5,0.025233675932448137,1.4457831325301205,3.14150930539139,3.1417593619283477,124.49009089008263,89.27710843373494,6.282518537513486,1.9998408175113676,0.9999204087556838,84,3,0,164,84
250,125.0,0.025132741228718346,1.4400000000000002,3.1415099708381518,3.1417580308448945,124.99013052547701,89.27999999999999,6.282523860834369,1.9998420884076322,0.9999210442038161,149,2,0,100,149
251,125.5,0.025032610785576042,1.4342629482071714,3.141510628347304,3.141756715640421,125.49016984506393,89.28286852589642,6.28252912065939,1.9998433441444452,0.9999216720722226,0,251,1,250,0
252,126.0,0.024933275028490423,1.4285714285714286,3.141511278044589,3.141755416063355,125.99020885260283,89.28571428571428,6.282534317994364,1.9998445849619493,0.9999222924809749,179,2,0,72,179
253,126.5,0.024834724534306664,1.4229249011857708,3.1415119200532673,3.141754131867086,126.49024755179366,89.28853754940711,6.28253945382527,1.9998458110955515,0.999922905547776,32,11,0,220,32
254,127.0,0.024736950028266088,1.4173228346456692,3.14151255449418,3.14175286280985,126.99028594627815,89.29133858267717,6.282544529118718,1.9998470227760337,0.9999235113880169,127,2,0,126,127
255,127.5,0.024639942381096416,1.4117647058823528,3.1415131814858026,3.1417516086546144,127.49032403964091,89.29411764705883,6.282549544822403,1.999848220229661,0.9999241101148306,126,3,0,128,126
256,128.0,0.02454369260617026,1.40625,3.141513801144301,3.1417503691689666,127.9903618354105,89.296875,6.282554501865546,1.9998494036782892,0.9999247018391445,127,2,0,128,127
257,128.5,0.024448191856729907,1.4007782101167314,3.1415144135835855,3.141749144125008,128.49039933706064,89.29961089494162,6.282559401159327,1.9998505733394651,0.9999252866697326,0,257,1,256,0
258,129.0,0.02435343142317669,1.3953488372093024,3.1415150189153636,3.141747933299249,128.99043654801113,89.30232558139535,6.282564243597304,1.9998517294265288,0.9999258647132646,173,2,0,84,173
259,129.5,0.024259402730423114,1.38996138996139,3.14151561724919,3.141746736472508,129.49047347162897,89.3050193050193,6.282569030055821,1.99985287214871,0.999926436074355,42,7,0,216,42
260,130.0,0.0241660973353061,1.3846153846153846,3.141516208692517,3.141745553429806,129.99051011122938,89.3076923076923,6.282573761394395,1.9998540017112216,0.9999270008556106,163,2,0,96,163
261,130.5,0.02407350692405972,1.3793103448275863,3.1415167933507426,3.1417443839602814,130.4905464700768,89.3103448275862,6.2825784384561185,1.9998551183153532,0.9999275591576766,92,3,0,168,92
262,131.0,0.02398162330984575,1.3740458015267176,3.141517371327256,3.141743227857084,130.99058255138578,89.31297709923665,6.282583062068022,1.9998562221585616,0.9999281110792808,131,2,0,130,131
263,131.5,0.02389043843034063,1.3688212927756653,3.1415179427234863,3.1417420849172912,131.490618358322,89.31558935361217,6.282587633041442,1.9998573134345552,0.9999286567172775,0,263,1,262,0
264,132.0,0.02379994434537722,1.3636363636363635,3.1415185076389442,3.1417409549418185,131.9906538940032,89.31818181818181,6.282592152172383,1.9998583923333817,0.999929196166691,183,2,0,80,183
265,132.5,0.023710133234639948,1.3584905660377358,3.1415190661712673,3.141739837735328,132.49068916150003,89.32075471698113,6.2825966202418595,1.9998594590415097,0.999929729520755,56,5,0,208,56
266,133.0,0.02362099739541198,1.3533834586466165,3.14151961841626,3.1417387331061493,132.990724163837,89.32330827067669,6.28260103801623,1.9998605137419097,0.9999302568709549,157,2,0,108,157
267,133.5,0.023532529240372982,1.348314606741573,3.1415201644679374,3.1417376408661934,133.49075890399328,89.32584269662921,6.282605406247531,1.9998615566141313,0.9999307783070658,90,3,0,176,90
268,134.0,0.023444721295446218,1.3432835820895523,3.1415207044185633,3.1417365608308754,133.9907933849036,89.32835820895522,6.282609725673798,1.9998625878343819,0.9999312939171912,135,2,0,132,135
269,134.5,0.02335756619769363,1.3382899628252787,3.141521238358689,3.141735492819034,134.49082760945905,89.33085501858737,6.282613997019372,1.9998636075755996,0.9999318037877996,0,269,1,268,0
270,135.0,0.023271056693257727,1.3333333333333333,3.141521766377194,3.1417344366528597,134.9908615805079,89.33333333333333,6.282618220995206,1.9998646160075242,0.9999323080037622,197,2,0,72,197
271,135.5,0.023185185635349027,1.3284132841328413,3.141522288561319,3.1417333921578146,135.49089530085635,89.33579335793358,6.282622398299163,1.9998656132967727,0.9999328066483864,0,271,1,270,0
272,136.0,0.02309994598227789,1.3235294117647058,3.141522804996705,3.1417323591625648,135.99092877326936,89.33823529411764,6.282626529616298,1.9998665996069023,0.9999332998034511,143,2,0,128,143
273,136.5,0.02301533079552962,1.3186813186813187,3.141523315767427,3.1417313374989098,136.49096200047137,89.34065934065934,6.282630615619147,1.9998675750984818,0.9999337875492408,128,3,0,144,128
274,137.0,0.022931333237881702,1.313868613138686,3.14152382095603,3.1417303270017127,136.99099498514707,89.34306569343066,6.2826346569679945,1.9998685399291545,0.9999342699645771,137,2,0,136,137
275,137.5,0.022847946571562132,1.309090909090909,3.141524320643559,3.1417293275088336,137.4910277299421,89.34545454545454,6.282638654311141,1.9998694942537028,0.9999347471268516,74,5,0,200,74
276,138.0,0.022765164156447776,1.3043478260869565,3.1415248149095936,3.141728338861065,137.99106023746367,89.34782608695653,6.282642608285168,1.999870438224111,0.9999352191120556,187,2,0,88,187
277,138.5,0.022682979448301756,1.2996389891696751,3.141525303832281,3.1417273609020686,138.49109251028148,89.35018050541517,6.282646519515185,1.9998713719896244,0.9999356859948121,0,277,1,276,0
278,139.0,0.022601385997048872,1.2949640287769784,3.141525787488364,3.141726393478313,138.9911245509282,89.35251798561151,6.282650388615079,1.9998722956968087,0.9999361478484042,139,2,0,138,139
279,139.5,0.022520377445088124,1.2903225806451613,3.141526265953214,3.141725436439013,139.49115636190015,89.35483870967742,6.282654216187759,1.9998732094896086,0.999936604744804,98,3,0,180,98
280,140.0,0.02243994752564138,1.2857142857142858,3.1415267393008577,3.141724489636072,139.99118794565808,89.35714285714286,6.282658002825382,1.9998741135094011,0.9999370567547006,183,2,0,96,183
281,140.5,0.022360090061137317,1.281138790035587,3.141527207604007,3.141723552924025,140.49121930462763,89.35943060498221,6.282661749109594,1.9998750078950551,0.9999375039475277,0,281,1,280,0
282,141.0,0.02228079896162974,1.2765957446808511,3.141527670934088,3.1417226261599804,140.99125044120004,89.36170212765958,6.282665455611743,1.9998758927829794,0.9999379463914896,189,2,0,92,189
283,141.5,0.02220206822324942,1.2720848056537102,3.141528129361266,3.141721709203567,141.49128135773282,89.36395759717314,6.282669122893101,1.9998767683071776,0.9999383841535888,0,283,1,282,0
284,142.0,0.022123891926688684,1.267605633802817,3.1415285829544732,3.141720801916882,141.9913120565502,89.36619718309859,6.282672751505078,1.9998776345992986,0.9999388172996494,143,2,0,140,143
285,142.5,0.022046264235717847,1.2631578947368423,3.1415290317814355,3.141719904164438,142.49134253994387,89.36842105263158,6.282676341989428,1.999878491788686,0.9999392458943429,140,3,0,144,140
286,143.0,0.02196917939573282,1.2587412587412588,3.1415294759086962,3.1417190158131105,142.9913728101734,89.37062937062937,6.282679894878448,1.999879340002425,0.9999396700012126,165,2,0,120,165
287,143.5,0.021892631732333055,1.2543554006968642,3.1415299154016414,3.141718136732092,143.49140286946692,89.37282229965157,6.2826834106951805,1.9998801793653924,0.9999400896826963,46,7,0,240,46
288,144.0,0.02181661564992912,1.25,3.1415303503245235,3.141717266792841,143.99143272002158,89.375,6.282686889953602,1.9998810100002993,0.9999405050001499,191,2,0,96,191
289,144.5,0.02174112563037919,1.245674740484429,3.1415307807404864,3.1417164058690377,144.4914623640041,89.37716262975779,6.282690333158815,1.9998818320277383,0.9999409160138691,16,17,0,272,16
290,145.0,0.021666156231653747,1.2413793103448276,3.141531206711587,3.1417155538365367,144.9914918035514,89.37931034482759,6.282693740807228,1.9998826455662264,0.9999413227831132,177,2,0,112,177
291,145.5,0.02159170208652779,1.2371134020618557,3.141531628298817,3.14171471057332,145.49152104077098,89.38144329896907,6.282697113386732,1.9998834507322467,0.9999417253661236,98,3,0,192,98
292,146.0,0.021517757901299953,1.2328767123287672,3.141532045562125,3.141713875959458,145.9915500777414,89.3835616438356,6.282700451376882,1.9998842476402934,0.9999421238201466,147,2,0,144,147
293,146.5,0.02144431845453784,1.2286689419795223,3.141532458560441,3.1417130498770636,146.491578916513,89.38566552901024,6.282703755249063,1.9998850364029075,0.9999425182014539,0,293,1,292,0
294,147.0,0.021371378595848933,1.2244897959183674,3.1415328673516902,3.14171223221025,146.99160755910808,89.38775510204081,6.282707025466656,1.999885817130722,0.999942908565361,209,2,0,84,209
295,147.5,0.021298933244676563,1.2203389830508473,3.141533271992823,3.1417114228450944,147.4916360075216,89.38983050847457,6.282710262485204,1.9998865899324965,0.9999432949662482,62,5,0,232,62
296,148.0,0.021226977389120223,1.2162162162162162,3.141533672539825,3.141710621669592,147.99166426372153,89.39189189189189,6.282713466752567,1.999887354915156,0.999943677457578,151,2,0,144,151
297,148.5,0.02115550608477975,1.212121212121212,3.1415340690477436,3.1417098285736227,148.4916923296494,89.39393939393939,6.282716638709077,1.99988811218383,0.9999440560919152,116,3,0,180,116
298,149.0,0.021084514453622773,1.2080536912751678,3.141534461570702,3.1417090434489108,148.99172020722054,89.39597315436241,6.282719778787695,1.9998888618418864,0.9999444309209432,149,2,0,148,149
299,149.5,0.02101399768287487,1.2040133779264215,3.141534850161922,3.1417082661889877,149.49174789832483,89.39799331103679,6.282722887414149,1.9998896039909675,0.9999448019954839,34,13,0,264,34
300,150.0,0.020943951023931952,1.2,3.1415352348737375,3.1417074966891563,149.99177540482683,89.4,6.282725965007087,1.9998903387310243,0.9999451693655121,219,2,0,80,219
301,150.5,0.020874369791294308,1.196013289036545,3.141535615757618,3.141706734846458,150.49180272856634,89.40199335548174,6.282729011978215,1.9998910661603502,0.999945533080175,48,7,0,252,48
302,151.0,0.02080524936152181,1.1920529801324504,3.141535992864178,3.1417059805596335,150.99182987135887,89.40397350993378,6.28273202873243,1.9998917863756143,0.9999458931878071,151,2,0,150,151
303,151.5,0.020736585172209856,1.188118811881188,3.141536366243201,3.141705233729092,151.4918568349959,89.40594059405942,6.282735015667964,1.9998924994718934,0.9999462497359466,102,3,0,200,102
304,152.0,0.02066837272098548,1.1842105263157894,3.1415367359436526,3.1417044942568806,151.9918836212453,89.40789473684211,6.282737973176507,1.9998932055427017,0.9999466027713507,159,2,0,144,159
305,152.5,0.020600607564523234,1.180327868852459,3.1415371020136966,3.141703762046648,152.49191023185185,89.40983606557377,6.282740901643341,1.9998939046800248,0.9999469523400121,64,5,0,240,64
306,153.0,0.020533285317580346,1.176470588235294,3.1415374645007113,3.141703037003614,152.99193666853748,89.41176470588236,6.282743801447459,1.999894596974346,0.999947298487173,209,2,0,96,209
307,153.5,0.02046640165205077,1.1726384364820848,3.1415378234513045,3.141702319034542,153.49196293300167,89.41368078175896,6.282746672961698,1.9998952825146796,0.9999476412573399,0,307,1,306,0
308,154.0,0.020399952296037617,1.1688311688311688,3.141538178911329,3.141701608047704,153.99198902692183,89.41558441558442,6.282749516552849,1.9998959613885954,0.9999479806942976,187,2,0,120,187
309,154.5,0.020333933032943646,1.1650485436893205,3.141538530925897,3.1417009039528563,154.49201495195368,89.41747572815534,6.282752332581777,1.9998966336822481,0.9999483168411242,104,3,0,204,104
310,155.0,0.02026833970057931,1.161290322580645,3.141538879539392,3.141700206661206,154.99204070973155,89.41935483870968,6.282755121403534,1.9998972994804072,0.9999486497402036,189,2,0,120,189
311,155.5,0.02020316819028806,1.157556270096463,3.1415392247954887,3.1416995160853896,155.49206630186882,89.42122186495178,6.282757883367482,1.9998979588664803,0.99994897943324,0,311,1,310,0
312,156.0,0.020138414446088417,1.1538461538461537,3.14153956673716,3.1416988321394355,155.99209172995808,89.42307692307692,6.282760618817384,1.9998986119225397,0.9999493059612697,215,2,0,96,215
313,156.5,0.020074074463832543,1.1501597444089455,3.141539905406696,3.1416981547387497,156.49211699557165,89.42492012779553,6.282763328091525,1.9998992587293503,0.9999496293646751,0,313,1,312,0
314,157.0,0.02001014429038085,1.1464968152866242,3.141540240845713,3.1416974838000797,156.9921421002618,89.42675159235668,6.2827660115228126,1.999899899366392,0.9999499496831961,157,2,0,156,157
315,157.5,0.019946620022792336,1.1428571428571428,3.141540573095167,3.1416968192414916,157.49216704556102,89.42857142857143,6.282768669438877,1.999900533911886,0.999950266955943,170,3,0,144,170
316,158.0,0.019883497807530338,1.139240506329114,3.141540902195368,3.1416961609823493,157.99219183298254,89.43037974683544,6.282771302162174,1.9999011624428173,0.9999505812214085,159,2,0,156,159
317,158.5,0.019820773839683236,1.1356466876971607,3.141541228185992,3.1416955089432834,158.4922164640204,89.43217665615143,6.282773910010079,1.9999017850349576,0.9999508925174789,0,317,1,316,0
318,159.0,0.019758444362199958,1.1320754716981132,3.141541551106091,3.141694863046174,158.99224094014988,89.43396226415095,6.282776493294991,1.9999024017628915,0.9999512008814458,213,2,0,104,213
319,159.5,0.01969650566513977,1.1285266457680252,3.1415418709941054,3.14169422321412,159.49226526282771,89.43573667711598,6.282779052324413,1.999903012700034,0.9999515063500171,38,11,0,280,38
320,160.0,0.019634954084936207,1.125,3.1415421878878775,3.141693589371422,159.9922894334925,89.4375,6.282781587401056,1.9999036179186558,0.999951808959328,191,2,0,128,191
321,160.5,0.019573786003674723,1.1214953271028036,3.1415425018246603,3.1416929614435585,160.49231345356483,89.43925233644859,6.282784098822923,1.999904217489904,0.9999521087449522,108,3,0,212,108
322,161.0,0.01951299784838381,1.1180124223602486,3.1415428128411285,3.1416923393571627,160.99233732444773,89.44099378881988,6.282786586883395,1.9999048114838227,0.9999524057419114,189,2,0,132,189
323,161.5,0.019452586090339275,1.1145510835913313,3.141543120973391,3.141691723040001,161.49236104752686,89.44272445820434,6.282789051871321,1.9999053999693728,0.9999526999846864,34,17,0,288,34
324,162.0,0.019392547244381438,1.1111111111111112,3.1415434262570003,3.141691112420956,161.99238462417063,89.44444444444446,6.282791494071096,1.9999059830144519,0.999952991507226,215,2,0,108,215
325,162.5,0.01933287786824488,1.1076923076923078,3.141543728726962,3.141690507429999,162.49240805573078,89.44615384615385,6.282793913762751,1.9999065606859172,0.9999532803429586,84,5,0,240,84
326,163.0,0.019273574561900573,1.1042944785276074,3.1415440284177465,3.141689907998176,162.9924313435424,89.4478527607362,6.282796311222027,1.9999071330496,0.9999535665247999,163,2,0,162,163
327,163.5,0.01921463396691005,1.1009174311926606,3.1415443253632973,3.1416893140575852,163.49245448892418,89.44954128440368,6.282798686720452,1.9999077001703265,0.9999538500851632,110,3,0,216,110
328,164.0,0.019156052765791423,1.0975609756097562,3.141544619597042,3.141688725541358,163.99247749317885,89.45121951219512,6.282801040525427,1.9999082621119373,0.9999541310559686,167,2,0,160,167
329,164.5,0.01909782768139692,1.094224924012158,3.1415449111519,3.1416881423836416,164.49250035759323,89.45288753799392,6.2828033729002914,1.9999088189373033,0.9999544094686519,52,7,0,276,52
330,165.0,0.019039955476301777,1.0909090909090908,3.1415452000602926,3.1416875645195783,164.99252308343853,89.45454545454545,6.282805684104403,1.9999093707083455,0.9999546853541729,249,2,0,80,249
331,165.5,0.018982432952204187,1.0876132930513596,3.1415454863541536,3.14168699188529,165.49254567197065,89.45619335347432,6.282807974393209,1.9999099174860502,0.9999549587430251,0,331,1,330,0
332,166.0,0.018925256949336104,1.0843373493975905,3.1415457700649356,3.1416864244178586,165.99256812443033,89.45783132530121,6.282810244018311,1.999910459330486,0.999955229665243,167,2,0,164,167
333,166.5,0.018868424345884642,1.081081081081081,3.141546051223619,3.1416858620553083,166.49259044204342,89.45945945945947,6.282812493227541,1.9999109963008221,0.999955498150411,116,3,0,216,116
334,167.0,0.01881193205742391,1.0778443113772453,3.1415463298607227,3.1416853047365922,166.9926126260211,89.46107784431138,6.282814722265029,1.9999115284553424,0.9999557642276713,167,2,0,166,167
335,167.5,0.018755777036356974,1.0746268656716418,3.1415466060063095,3.1416847524015714,167.49263467756,89.46268656716417,6.282816931371264,1.999912055851463,0.9999560279257313,70,5,0,264,70
336,168.0,0.018699956271367817,1.0714285714285714,3.1415468796899964,3.1416842049910008,167.99265659784263,89.46428571428572,6.282819120783161,1.9999125785457454,0.9999562892728727,239,2,0,96,239
337,168.5,0.018644466786883047,1.0682492581602374,3.1415471509409603,3.141683662446513,168.49267838803738,89.46587537091987,6.282821290734129,1.9999130965939158,0.9999565482969577,0,337,1,336,0
338,169.0,0.018589305642543155,1.0650887573964496,3.141547419787948,3.141683124710604,168.9927000492989,89.46745562130177,6.282823441454124,1.9999136100508743,0.9999568050254373,181,2,0,156,181
339,169.5,0.018534469932683144,1.0619469026548671,3.1415476862592833,3.1416825917266156,169.4927215827681,89.46902654867256,6.282825573169722,1.9999141189707148,0.9999570594853575,114,3,0,224,114
340,170.0,0.018479956785822312,1.0588235294117647,3.141547950382874,3.141682063438722,169.99274298957255,89.47058823529412,6.282827686104167,1.9999146234067358,0.9999573117033679,211,2,0,128,211
341,170.5,0.01842576336416301,1.0557184750733137,3.1415482121862186,3.141681539791915,170.49276427082654,89.47214076246334,6.282829780477438,1.9999151234114552,0.9999575617057275,40,11,0,300,40
342,171.0,0.018371886863098204,1.0526315789473684,3.141548471696414,3.1416810207319883,170.99278542763142,89.47368421052632,6.282831856506298,1.9999156190366252,0.9999578095183124,233,2,0,108,233
343,171.5,0.018318324510727655,1.0495626822157433,3.1415487289401653,3.141680506205527,171.49280646107556,89.47521865889213,6.282833914404358,1.9999161103332426,0.9999580551666213,48,7,0,294,48
344,172.0,0.01826507356738252,1.0465116279069768,3.1415489839437862,3.141679996159889,171.99282737223484,89.47674418604652,6.282835954382131,1.9999165973515676,0.999958298675784,175,2,0,168,175
345,172.5,0.01821213132515822,1.0434782608695652,3.141549236733211,3.1416794905431957,172.4928481621725,89.4782608695652,6.282837976647079,1.9999170801411301,0.9999585400705652,168,3,0,176,168
346,173.0,0.018159495107455452,1.0404624277456647,3.141549487334002,3.1416789893043173,172.9928688319396,89.47976878612717,6.282839981403677,1.9999175587507465,0.9999587793753735,173,2,0,172,173
347,173.5,0.018107162268529067,1.037463976945245,3.14154973577135,3.1416784923928582,173.49288938257504,89.48126801152738,6.2828419688534485,1.9999180332285307,0.9999590166142653,0,347,1,346,0
348,174.0,0.018055130193044788,1.0344827586206897,3.1415499820700874,3.141677999759147,173.99290981510578,89.48275862068965,6.282843939195034,1.9999185036219058,0.9999592518109527,235,2,0,112,235
349,174.5,0.018003396295643515,1.031518624641834,3.1415502262546897,3.1416775113542226,174.49293013054705,89.48424068767908,6.282845892624228,1.9999189699776168,0.9999594849888083,0,349,1,348,0
350,175.0,0.017951958020513102,1.0285714285714285,3.1415504683492834,3.1416770271298224,174.99295032990244,89.48571428571428,6.282847829334033,1.999919432341742,0.9999597161708711,229,2,0,120,229
351,175.5,0.017900812840967482,1.0256410256410255,3.141550708377653,3.1416765470383714,175.4929704141641,89.48717948717949,6.282849749514709,1.9999198907597047,0.9999599453798523,134,3,0,216,134
352,176.0,0.017849958259032916,1.0227272727272727,3.1415509463632443,3.1416760710329674,175.9929903843129,89.48863636363636,6.282851653353814,1.9999203452762833,0.9999601726381414,191,2,0,160,191
353,176.5,0.01779939180504132,1.019830028328612,3.141551182329171,3.1416755990673733,176.49301024131861,89.4900849858357,6.282853541036251,1.9999207959356222,0.9999603979678109,0,353,1,352,0
354,177.0,0.01774911103723047,1.0169491525423728,3.1415514162982245,3.1416751310960045,176.9930299861401,89.49152542372882,6.282855412744323,1.999921242781244,0.999960621390622,237,2,0,116,237
355,177.5,0.017699113541350946,1.0140845070422535,3.14155164829287,3.141674667073915,177.49304961972533,89.49295774647888,6.28285726865776,1.99992168585606,0.99996084292803,74,5,0,280,74
356,178.0,0.017649396930279736,1.0112359550561798,3.141551878335262,3.1416742069567922,177.99306914301167,89.49438202247191,6.28285910895378,1.9999221252023782,0.9999610626011891,179,2,0,176,179
357,178.5,0.0175999588436403,1.0084033613445378,3.141552106447244,3.1416737507009422,178.49308855692598,89.49579831932773,6.282860933807117,1.9999225608619156,0.9999612804309579,164,3,0,192,164
358,179.0,0.01755079694742901,1.0055865921787708,3.141552332650353,3.1416732982632785,178.99310786238476,89.49720670391062,6.2828627433900675,1.9999229928758073,0.9999614964379037,179,2,0,178,179
359,179.5,0.01750190893364787,1.0027855153203342,3.141552556965829,3.141672849601318,179.4931270602943,89.49860724233984,6.282864537872535,1.9999234212846162,0.9999617106423081,0,359,1,358,0
360,180.0,0.017453292519943295,1.0,3.1415527794146163,3.141672404673164,179.99314615155083,89.5,6.282866317422064,1.9999238461283426,0.9999619230641713,263,2,0,96,263
361,180.5,0.017404945449250933,0.9972299168975071,3.1415530000173706,3.1416719634375,180.49316513704065,89.50138504155125,6.282868082203885,1.9999242674464335,0.9999621337232169,18,19,0,342,18
362,181.0,0.01735686548944637,0.994475138121547,3.14155321879446,3.141671525853578,180.9931840176402,89.50276243093923,6.282869832380945,1.999924685277792,0.9999623426388962,181,2,0,180,181
363,181.5,0.017309050433001617,0.9917355371900828,3.1415534357659745,3.141671091881214,181.4932027942164,89.50413223140495,6.282871568113952,1.9999250996607865,0.9999625498303933,142,3,0,220,142
364,182.0,0.017261498096647215,0.9890109890109889,3.141553650951729,3.141670661480771,181.9932214676265,89.50549450549451,6.282873289561413,1.9999255106332583,0.9999627553166291,219,2,0,144,219
365,182.5,0.01721420632103996,0.9863013698630136,3.1415538643712657,3.141670234613158,182.49324003871845,89.5068493150685,6.28287499687966,1.999925918232531,0.9999629591162655,76,5,0,288,76
366,183.0,0.017167172970436028,0.9836065573770492,3.141554076043862,3.141669811239815,182.9932585083309,89.50819672131148,6.282876690222897,1.9999263224954198,0.9999631612477099,245,2,0,120,245
367,183.5,0.017120395932369446,0.9809264305177112,3.1415542859885317,3.1416693913227087,183.49327687729337,89.50953678474114,6.28287836974323,1.9999267234582385,0.9999633617291191,0,367,1,366,0
368,184.0,0.017073873117335832,0.9782608695652174,3.14155449422403,3.1416689748243187,183.99329514642636,89.51086956521739,6.282880035590695,1.9999271211568077,0.9999635605784042,191,2,0,176,191
369,184.5,0.017027602458481263,0.975609756097561,3.14155470076886,3.1416685617076348,184.49331331654142,89.51219512195121,6.282881687913309,1.999927515626465,0.9999637578132327,128,3,0,240,128
370,185.0,0.01698158191129618,0.972972972972973,3.1415549056412746,3.141668151936146,184.99333138844142,89.5135135135135,6.282883326857084,1.9999279069020697,0.9999639534510347,225,2,0,144,225
371,185.5,0.01693580945331425,0.9703504043126685,3.141555108859281,3.1416677454738333,185.49334936292055,89.51482479784366,6.282884952566066,1.9999282950180117,0.9999641475090056,58,7,0,312,58
372,186.0,0.016890283083816092,0.967741935483871,3.1415553104406437,3.141667342285158,185.99336724076443,89.51612903225806,6.282886565182368,1.9999286800082192,0.9999643400041098,251,2,0,120,251
373,186.5,0.016845000823537765,0.9651474530831099,3.1415555104028905,3.141666942335061,186.49338502275026,89.51742627345844,6.282888164846208,1.9999290619061687,0.9999645309530845,0,373,1,372,0
374,187.0,0.01679996071438392,0.9625668449197861,3.141555708763314,3.1416665455889503,186.99340270964692,89.5187165775401,6.282889751695922,1.999929440744887,0.9999647203724434,213,2,0,160,213
375,187.5,0.016755160819145562,0.96,3.1415559055389797,3.141666152012693,187.49342030221513,89.52000000000001,6.28289132586801,1.9999298165569612,0.9999649082784807,174,3,0,200,174
376,188.0,0.016710599221222304,0.9574468085106383,3.141556100746723,3.1416657615726113,187.99343780120748,89.52127659574468,6.282892887497159,1.9999301893745476,0.9999650946872738,191,2,0,184,191
377,188.5,0.016666274024349035,0.9549071618037135,3.141556294403156,3.1416653742354725,188.49345520736858,89.52254641909815,6.282894436716267,1.999930559229375,0.9999652796146874,40,13,0,336,40
378,189.0,0.016622183352326948,0.9523809523809523,3.1415564865246752,3.1416649899684836,188.99347252143522,89.52380952380952,6.282895973656486,1.999930926152754,0.9999654630763768,269,2,0,108,269
379,189.5,0.0165783253487588,0.9498680738786278,3.1415566771274572,3.141664608739282,189.49348974413633,89.5250659630607,6.282897498447228,1.9999312901755812,0.9999656450877906,0,379,1,378,0
380,190.0,0.016534698176788386,0.9473684210526316,3.141556866227469,3.141664230515933,189.99350687619318,89.52631578947368,6.282899011216215,1.999931651328349,0.9999658256641746,235,2,0,144,235
381,190.5,0.01649130001884406,0.9448818897637795,3.1415570538404647,3.1416638552669185,190.4935239183195,89.5275590551181,6.282900512089491,1.9999320096411501,0.9999660048205748,128,3,0,252,128
382,191.0,0.01644812907638635,0.9424083769633508,3.1415572399819967,3.1416634829611327,190.99354087122154,89.52879581151832,6.282902001191449,1.999932365143681,0.9999661825718406,191,2,0,190,191
383,191.5,0.016405183569659493,0.9399477806788511,3.141557424667411,3.1416631135678763,191.4935577355982,89.53002610966057,6.282903478644868,1.9999327178652553,0.9999663589326276,0,383,1,382,0
384,192.0,0.016362461737446838,0.9374999999999999,3.1415576079118575,3.141662747056848,191.993574512141,89.53125,6.282904944570923,1.999933067834802,0.9999665339174011,255,2,0,128,255
385,192.5,0.016319961836830096,0.9350649350649352,3.1415577897302867,3.1416623833981414,192.4935912015344,89.53246753246754,6.282906399089224,1.9999334150808772,0.9999667075404385,144,5,0,240,144
386,193.0,0.016277682142952297,0.9326424870466322,3.1415579701374563,3.1416620225622354,192.9936078044557,89.53367875647668,6.282907842317826,1.9999337596316653,0.9999668798158327,193,2,0,192,193
387,193.5,0.01623562094878446,0.9302325581395349,3.1415581491479343,3.1416616645199884,193.4936243215752,89.53488372093024,6.2829092743732655,1.999934101514989,0.9999670507574946,134,3,0,252,134
388,194.0,0.016193776564895842,0.9278350515463918,3.1415583267761016,3.1416613092426378,193.99364075355632,89.5360824742268,6.282910695370583,1.9999344407583124,0.9999672203791563,195,2,0,192,195
389,194.5,0.01615214731922773,0.9254498714652957,3.1415585030361535,3.1416609567017875,194.49365710105562,89.53727506426735,6.282912105423333,1.9999347773887464,0.9999673886943734,0,389,1,388,0
390,195.0,0.016110731556870733,0.923076923076923,3.1415586779421023,3.141660606869405,194.99367336472295,89.53846153846153,6.282913504643623,1.9999351114330561,0.999967555716528,293,2,0,96,293
391,195.5,0.01606952763984549,0.9207161125319693,3.141558851507786,3.1416602597178174,195.4936895452015,89.53964194373401,6.282914893142126,1.9999354429176623,0.9999677214588313,38,17,0,352,38
392,196.0,0.0160285339468867,0.9183673469387754,3.141559023746861,3.141659915219703,195.99370564312792,89.54081632653062,6.282916271028108,1.9999357718686521,0.9999678859343262,223,2,0,168,223
393,196.5,0.015987748873230498,0.9160305343511449,3.141559194672812,3.141659573348087,196.49372165913238,89.54198473282443,6.282917638409442,1.9999360983117802,0.99996804915589,132,3,0,260,132
394,197.0,0.01594717083040504,0.9137055837563451,3.1415593642989554,3.1416592340763385,196.99373759383863,89.54314720812182,6.282918995392639,1.9999364222724734,0.9999682111362367,197,2,0,196,197
