n,radius,central_angle_rad,central_angle_deg,side_chord,circumscribed_side,apothem,spoke_base_angle_deg,diag2,diag2_over_side,apothem_over_radius,vertices_shared_with_smaller_dgon,smallest_proper_divisor_gon,n_is_prime_like,euler_totient,predicted_shared_from_totient
511,255.5,0.012295861657885687,0.7045009784735812,3.141572863136272,3.141632235170064,255.49517144162706,89.6477495107632,6.283026984449041,1.999962203065574,0.999981101532787,78,7,0,432,78
512,256.0,0.01227184630308513,0.703125,3.1415729403670913,3.141632080703182,255.99518087234588,89.6484375,6.283027602288602,1.9999623505652022,0.9999811752826011,255,2,0,256,255
513,256.5,0.012247924575398804,0.7017543859649122,3.1415730171467096,3.1416319271387514,256.49519026629815,89.64912280701755,6.283028216518624,1.9999624972031043,0.9999812486015522,188,3,0,324,188
514,257.0,0.012224095928364953,0.7003891050583657,3.1415730934786352,3.1416317744697575,256.9951996236984,89.64980544747081,6.283028827167171,1.9999626429859796,0.9999813214929899,257,2,0,256,257
515,257.5,0.012200359819766186,0.6990291262135923,3.1415731693663416,3.141631622689252,257.49520894475955,89.6504854368932,6.283029434262032,1.9999627879204624,0.9999813939602312,106,5,0,408,106
516,258.0,0.012176715711588345,0.6976744186046512,3.141573244813269,3.141631471790353,257.9952182296929,89.65116279069767,6.283030037830727,1.9999629320131234,0.9999814660065617,347,2,0,168,347
517,258.5,0.012153163069979857,0.6963249516441006,3.1415733198228244,3.1416313217662464,258.4952274787081,89.65183752417795,6.283030637900512,1.999963075270469,0.9999815376352345,56,11,0,460,56
518,259.0,0.012129701365211557,0.694980694980695,3.1415733943983826,3.1416311726101833,258.9952366920131,89.65250965250965,6.28303123449838,1.999963217698943,0.9999816088494715,301,2,0,216,301
519,259.5,0.012106330071636967,0.6936416184971098,3.1415734685432843,3.1416310243154797,259.4952458698144,89.65317919075144,6.283031827651062,1.999963359304928,0.9999816796524641,174,3,0,344,174
520,260.0,0.01208304866765305,0.6923076923076923,3.1415735422608395,3.1416308768755163,259.9952550123168,89.65384615384615,6.283032417385034,1.9999635000947447,0.9999817500473723,327,2,0,192,327
521,260.5,0.012059856635661394,0.690978886756238,3.1415736155543263,3.141630730283737,260.4952641197235,89.65451055662189,6.283033003726518,1.9999636400746528,0.9999818200373264,0,521,1,520,0
522,261.0,0.01203675346202986,0.6896551724137931,3.1415736884269907,3.1416305845336487,260.99527319223625,89.65517241379311,6.283033586701485,1.9999637792508527,0.9999818896254262,353,2,0,168,353
523,261.5,0.012013738637054659,0.6883365200764818,3.1415737608820478,3.141630439618819,261.49528223005524,89.65583173996176,6.283034166335657,1.9999639176294857,0.9999819588147428,0,523,1,522,0
524,262.0,0.011990811654922875,0.6870229007633588,3.1415738329226834,3.1416302955328783,261.995291233379,89.65648854961832,6.283034742654512,1.9999640552166333,0.9999820276083169,263,2,0,260,263
525,262.5,0.011967972013675403,0.6857142857142857,3.1415739045520508,3.1416301522695176,262.4953002024047,89.65714285714284,6.283035315683286,1.9999641920183215,0.9999820960091607,284,3,0,240,284
526,263.0,0.011945219215170316,0.6844106463878327,3.1415739757732752,3.141630009822486,262.9953091373279,89.65779467680608,6.283035885446973,1.9999643280405166,0.9999821640202583,263,2,0,262,263
527,263.5,0.011922552765046654,0.683111954459203,3.141574046589452,3.141629868185595,263.4953180383429,89.6584440227704,6.283036451970332,1.9999644632891296,0.999982231644565,46,17,0,480,46
528,264.0,0.01189997217268861,0.6818181818181818,3.1415741170036453,3.1416297273527114,263.9953269056421,89.6590909090909,6.2830370152778885,1.999964597770016,0.999982298885008,367,2,0,160,367
529,264.5,0.011877476951190144,0.6805293005671077,3.1415741870188936,3.141629587317762,264.4953357394169,89.65973534971644,6.2830375753939345,1.9999647314889744,0.9999823657444873,22,23,0,506,22
530,265.0,0.011855066617319974,0.6792452830188679,3.1415742566382034,3.1416294480747307,264.99534453985694,89.66037735849056,6.283038132342535,1.999964864451751,0.9999824322258752,321,2,0,208,321
531,265.5,0.01183274069148698,0.6779661016949152,3.1415743258645557,3.1416293096176564,265.4953533071507,89.66101694915254,6.283038686147526,1.9999649966640356,0.9999824983320177,182,3,0,348,182
532,266.0,0.01181049869770599,0.6766917293233082,3.1415743947009016,3.1416291719406355,265.99536204148495,89.66165413533835,6.28303923683252,1.9999651281314657,0.9999825640657329,315,2,0,216,315
533,266.5,0.011788340163563952,0.675422138836773,3.1415744631501656,3.1416290350378193,266.4953707430452,89.66228893058161,6.283039784420913,1.9999652588596264,0.9999826294298132,52,13,0,480,52
534,267.0,0.011766264620186491,0.6741573033707865,3.141574531215244,3.1416288989034142,266.99537941201567,89.66292134831461,6.283040328935875,1.9999653888540498,0.9999826944270249,357,2,0,176,357
535,267.5,0.011744271602204833,0.6728971962616822,3.1415745988990063,3.1416287635316795,267.49538804857906,89.66355140186916,6.283040870400365,1.9999655181202174,0.9999827590601086,110,5,0,424,110
536,268.0,0.011722360647723109,0.6716417910447762,3.1415746662042965,3.14162862891693,267.9953966529167,89.66417910447761,6.283041408837127,1.9999656466635578,0.9999828233317788,271,2,0,264,271
537,268.5,0.011700531298286007,0.6703910614525139,3.1415747331339303,3.1416284950535305,268.4954052252087,89.66480446927375,6.283041944268689,1.9999657744894503,0.9999828872447251,180,3,0,356,180
538,269.0,0.011678783098846814,0.6691449814126393,3.141574799690699,3.1416283619359016,268.9954137656337,89.66542750929368,6.283042476717378,1.9999659016032243,0.9999829508016124,269,2,0,268,269
539,269.5,0.011657115597735782,0.6679035250463822,3.1415748658773657,3.141628229558513,269.4954222743691,89.6660482374768,6.2830430062053075,1.9999660280101605,0.9999830140050802,118,7,0,420,118
540,270.0,0.011635528346628864,0.6666666666666666,3.1415749316966703,3.141628097915886,269.99543075159096,89.66666666666667,6.283043532754388,1.9999661537154885,0.9999830768577443,395,2,0,144,395
541,270.5,0.011614020900516796,0.6654343807763401,3.1415749971513263,3.1416279670025937,270.49543919747396,89.66728280961183,6.283044056386328,1.9999662787243913,0.9999831393621957,0,541,1,540,0
542,271.0,0.011592592817674514,0.6642066420664207,3.141575062244022,3.141627836813258,270.9954476121916,89.6678966789668,6.283044577122638,1.9999664030420046,0.9999832015210022,271,2,0,270,271
543,271.5,0.011571243659630914,0.6629834254143646,3.1415751269774224,3.141627707342551,271.4954559959161,89.66850828729281,6.283045094984627,1.9999665266734146,0.9999832633367075,182,3,0,360,182
544,272.0,0.011549972991138946,0.6617647058823529,3.1415751913541654,3.1416275785851924,271.99546434881825,89.66911764705883,6.28304560999341,1.9999666496236637,0.9999833248118318,287,2,0,256,287
545,272.5,0.01152878038014603,0.6605504587155964,3.1415752553768668,3.1416274505359523,272.4954726710679,89.6697247706422,6.28304612216991,1.9999667718977463,0.9999833859488729,112,5,0,432,112
546,273.0,0.01150766539776481,0.6593406593406593,3.1415753190481186,3.141627323189647,272.9954809628333,89.67032967032966,6.283046631534854,1.9999668935006103,0.9999834467503051,401,2,0,144,401
547,273.5,0.011486627618244215,0.6581352833638026,3.141575382370488,3.141627196541142,273.49548922428176,89.6709323583181,6.2830471381087865,1.9999670144371606,0.9999835072185804,0,547,1,546,0
548,274.0,0.011465666618940851,0.656934306569343,3.1415754453465192,3.1416270705853475,273.9954974555792,89.67153284671534,6.28304764191206,1.9999671347122567,0.9999835673561285,275,2,0,272,275
549,274.5,0.011444781980290685,0.6557377049180327,3.1415755079787333,3.1416269453172205,274.4955056568903,89.67213114754098,6.283048142964842,1.9999672543307128,0.9999836271653564,188,3,0,360,188
550,275.0,0.011423973285781066,0.6545454545454545,3.1415755702696284,3.1416268207317652,274.99551382837876,89.67272727272727,6.283048641287118,1.9999673732973005,0.99998368664865,349,2,0,200,349
551,275.5,0.011403240121923024,0.6533575317604355,3.141575632221681,3.1416266968240296,275.49552197020694,89.67332123411978,6.283049136898691,1.999967491616747,0.9999837458083737,46,19,0,504,46
552,276.0,0.011382582078223888,0.6521739130434783,3.1415756938373423,3.1416265735891065,275.9955300825359,89.67391304347825,6.283049629819187,1.9999676092937384,0.9999838046468691,375,2,0,176,375
553,276.5,0.011361998747160191,0.6509945750452079,3.1415757551190446,3.1416264510221343,276.4955381655258,89.6745027124774,6.283050120068053,1.999967726332917,0.9999838631664585,84,7,0,468,84
554,277.0,0.011341489724150878,0.6498194945848376,3.141575816069198,3.1416263291182953,276.99554621933544,89.67509025270758,6.283050607664562,1.9999678427388836,0.999983921369442,277,2,0,276,277
555,277.5,0.011321054607530787,0.6486486486486487,3.1415758766901876,3.141626207872813,277.49555424412256,89.67567567567568,6.283051092627811,1.9999679585161985,0.9999839792580993,266,3,0,288,266
556,278.0,0.011300692998524436,0.6474820143884892,3.1415759369843808,3.141626087280955,277.99556224004374,89.67625899280574,6.283051574976728,1.9999680736693795,0.9999840368346897,279,2,0,276,279
557,278.5,0.011280404501220084,0.6463195691202873,3.141575996954122,3.1416259673380327,278.4955702072545,89.67684021543985,6.283052054730071,1.9999681882029052,0.9999840941014524,0,557,1,556,0
558,279.0,0.011260188722544062,0.6451612903225806,3.141576056601735,3.1416258480393977,278.99557814590923,89.67741935483872,6.283052531906428,1.9999683021212131,0.9999841510606066,377,2,0,180,377
559,279.5,0.011240045272235396,0.6440071556350626,3.1415761159295226,3.141625729380443,279.49558605616113,89.67799642218247,6.283053006524224,1.999968415428702,0.9999842077143511,54,13,0,504,54
560,280.0,0.01121997376282069,0.6428571428571429,3.1415761749397673,3.1416256113566052,279.9955939381623,89.67857142857143,6.283053478601715,1.9999685281297306,0.9999842640648654,367,2,0,192,367
561,280.5,0.01119997380958928,0.641711229946524,3.1415762336347304,3.1416254939633577,280.4956017920639,89.67914438502673,6.283053948157001,1.9999686402286199,0.9999843201143098,240,3,0,320,240
562,281.0,0.011180045030568658,0.6405693950177935,3.141576292016656,3.141625377196218,280.9956096180158,89.6797153024911,6.283054415208014,1.99996875172965,0.9999843758648249,281,2,0,280,281
563,281.5,0.011160187046500153,0.6394316163410302,3.141576350087764,3.141625261050741,281.49561741616714,89.68028419182949,6.283054879772533,1.9999688626370669,0.9999844313185333,0,563,1,562,0
564,282.0,0.01114039948081487,0.6382978723404256,3.141576407850258,3.1416251455225215,281.9956251866656,89.68085106382979,6.283055341868176,1.9999689729550754,0.9999844864775377,379,2,0,184,379
565,282.5,0.011120681959609887,0.6371681415929203,3.1415764653063203,3.1416250306071927,282.49563292965814,89.68141592920354,6.283055801512406,1.9999690826878456,0.9999845413439227,116,5,0,448,116
566,283.0,0.01110103411162471,0.6360424028268551,3.141576522458116,3.1416249163004277,282.99564064529045,89.68197879858657,6.283056258722532,1.9999691918395084,0.9999845959197542,283,2,0,282,283
567,283.5,0.011081455568217964,0.6349206349206349,3.141576579307787,3.141624802597937,283.4956483337074,89.68253968253968,6.28305671351571,1.9999693004141614,0.9999846502070807,242,3,0,324,242
568,284.0,0.011061945963344342,0.6338028169014085,3.141576635857462,3.1416246894954694,283.99565599505263,89.6830985915493,6.2830571659089465,1.9999694084158635,0.9999847042079318,287,2,0,280,287
569,284.5,0.011042504933531786,0.632688927943761,3.1415766921092465,3.141624576988809,284.4956636294689,89.68365553602813,6.283057615919098,1.9999695158486388,0.9999847579243194,0,569,1,568,0
570,285.0,0.011023132117858924,0.6315789473684211,3.1415767480652286,3.141624465073779,284.99567123709795,89.68421052631578,6.283058063562871,1.9999696227164767,0.9999848113582385,425,2,0,144,425
571,285.5,0.011003827157932725,0.6304728546409807,3.14157680372748,3.1416243537462374,285.4956788180805,89.6847635726795,6.283058508856829,1.9999697290233307,0.9999848645116655,0,571,1,570,0
572,286.0,0.01098458969786641,0.6293706293706294,3.141576859098052,3.1416242430020813,285.99568637255635,89.6853146853147,6.2830589518173925,1.9999698347731214,0.9999849173865607,331,2,0,240,331
573,286.5,0.010965419384257567,0.6282722513089005,3.1415769141789793,3.141624132837241,286.4956939006642,89.68586387434554,6.283059392460832,1.9999699399697328,0.9999849699848663,192,3,0,380,192
574,287.0,0.010946315866166527,0.6271777003484321,3.1415769689722794,3.141624023247682,286.99570140254195,89.68641114982577,6.283059830803283,1.999970044617017,0.9999850223085085,333,2,0,240,333
575,287.5,0.010927278795094933,0.6260869565217392,3.14157702347995,3.141623914229407,287.49570887832635,89.68695652173912,6.283060266860735,1.999970148718792,0.999985074359396,134,5,0,440,134
576,288.0,0.01090830782496456,0.625,3.1415770777039733,3.1416238057784507,287.99571632815343,89.6875,6.283060700649047,1.9999702522788434,0.9999851261394217,383,2,0,192,383
577,288.5,0.010889402612096337,0.6239168110918544,3.1415771316463146,3.1416236978908842,288.495723752158,89.68804159445408,6.283061132183932,1.9999703553009223,0.9999851776504611,0,577,1,576,0
578,289.0,0.010870562815189595,0.6228373702422145,3.1415771853089214,3.1416235905628125,288.9957311504742,89.68858131487889,6.283061561480973,1.999970457788749,0.9999852288943745,305,2,0,272,305
579,289.5,0.01085178809530153,0.6217616580310881,3.1415772386937237,3.1416234837903736,289.49573852323516,89.68911917098445,6.283061988555615,1.9999705597460113,0.9999852798730058,194,3,0,384,194
580,290.0,0.010833078115826874,0.6206896551724138,3.1415772918026375,3.1416233775697386,289.99574587057293,89.6896551724138,6.283062413423174,1.9999706611763648,0.9999853305881825,355,2,0,224,355
581,290.5,0.010814432542477773,0.6196213425129088,3.141577344637558,3.14162327189711,290.49575319261885,89.69018932874354,6.283062836098829,1.9999707620834346,0.9999853810417172,88,7,0,492,88
582,291.0,0.010795851043263895,0.6185567010309279,3.141577397200369,3.1416231667687273,290.99576048950325,89.69072164948454,6.283063256597634,1.9999708624708132,0.9999854312354064,389,2,0,192,389
583,291.5,0.010777333288472704,0.6174957118353345,3.141577449492935,3.1416230621808583,291.4957677613557,89.69125214408233,6.283063674934509,1.9999709623420627,0.9999854811710316,62,11,0,520,62
584,292.0,0.010758878950649977,0.6164383561643836,3.1415775015171046,3.1416229581298034,291.9957750083047,89.6917808219178,6.28306409112425,1.9999710617007171,0.9999855308503586,295,2,0,288,295
585,292.5,0.01074048770458049,0.6153846153846154,3.141577553274713,3.1416228546118954,292.49578223047797,89.6923076923077,6.2830645051815255,1.9999711605502764,0.9999855802751384,296,3,0,288,296
586,293.0,0.01072215922726892,0.6143344709897611,3.141577604767577,3.141622751623499,292.9957894280024,89.69283276450511,6.283064917120882,1.9999712588942142,0.9999856294471072,293,2,0,292,293
587,293.5,0.01070389319792093,0.6132879045996593,3.1415776559974993,3.1416226491610075,293.49579660100386,89.69335604770018,6.283065326956733,1.999971356735972,0.9999856783679859,0,587,1,586,0
588,294.0,0.010685689297924466,0.6122448979591837,3.141577706966268,3.141622547220848,293.99580374960755,89.6938775510204,6.2830657347033805,1.9999714540789626,0.9999857270394814,419,2,0,168,419
589,294.5,0.010667547210831217,0.6112054329371817,3.1415777576756536,3.141622445799475,294.4958108739378,89.69439728353142,6.283066140375,1.9999715509265723,0.9999857754632862,48,19,0,540,48
590,295.0,0.010649466622338281,0.6101694915254237,3.141577808127414,3.1416223448933747,294.99581797411787,89.69491525423729,6.283066543985646,1.9999716472821547,0.9999858236410776,357,2,0,232,357
591,295.5,0.010631447220270027,0.6091370558375634,3.1415778583232914,3.1416222444990614,295.4958250502704,89.69543147208121,6.2830669455492565,1.9999717431490387,0.9999858715745191,198,3,0,392,198
592,296.0,0.010613488694560112,0.6081081081081081,3.1415779082650137,3.1416221446130823,295.9958321025172,89.69594594594595,6.28306734507965,1.9999718385305216,0.9999859192652609,303,2,0,288,303
593,296.5,0.010595590737233703,0.6070826306913997,3.1415779579542926,3.141622045232009,296.4958391309793,89.6964586846543,6.283067742590531,1.999971933429877,0.9999859667149386,0,593,1,592,0
594,297.0,0.010577753042389875,0.606060606060606,3.1415780073928277,3.1416219463524455,296.99584613577656,89.6969696969697,6.283068138095487,1.9999720278503474,0.9999860139251736,413,2,0,180,413
595,297.5,0.010559975306184178,0.6050420168067226,3.141578056582303,3.1416218479710225,297.4958531170285,89.69747899159664,6.283068531607991,1.9999721217951496,0.9999860608975748,210,5,0,384,210
596,298.0,0.010542257226811387,0.6040268456375839,3.1415781055243883,3.1416217500844006,297.99586007485357,89.69798657718121,6.283068923141404,1.9999722152674737,0.9999861076337369,299,2,0,296,299
597,298.5,0.01052459850448842,0.6030150753768845,3.1415781542207397,3.1416216526892655,298.49586700936953,89.69849246231156,6.283069312708975,1.9999723082704828,0.9999861541352413,200,3,0,396,200
598,299.0,0.010506998841437435,0.6020066889632107,3.1415782026730006,3.1416215557823337,298.99587392069327,89.6989966555184,6.283069700323844,1.9999724008073128,0.9999862004036564,333,2,0,264,333
599,299.5,0.010489457941869092,0.6010016694490818,3.1415782508827976,3.1416214593603478,299.495880808941,89.69949916527545,6.283070085999037,1.9999724928810751,0.9999862464405377,0,599,1,598,0
600,300.0,0.010471975511965976,0.6,3.1415782988517478,3.1416213634200765,299.995887674228,89.7,6.283070469747475,1.9999725844948535,0.9999862922474267,439,2,0,160,439
601,300.5,0.010454551259866201,0.5990016638935108,3.1415783465814524,3.141621267958317,300.495894516669,89.70049916805324,6.283070851581973,1.999972675651707,0.9999863378258537,0,601,1,600,0
602,301.0,0.010437184895647154,0.5980066445182725,3.1415783940734987,3.141621172971892,300.9959013363778,89.70099667774086,6.283071231515236,1.9999727663546698,0.9999863831773349,349,2,0,252,349
603,301.5,0.01041987613130943,0.5970149253731344,3.1415784413294623,3.1416210784576513,301.4959081334674,89.70149253731343,6.2830716095598635,1.9999728566067492,0.9999864283033746,206,3,0,396,206
604,302.0,0.010402624680760905,0.5960264900662252,3.141578488350907,3.1416209844124703,301.99591490805034,89.70198675496688,6.283071985728356,1.9999729464109293,0.9999864732054647,303,2,0,300,303
605,302.5,0.010385430259800968,0.5950413223140495,3.141578535139379,3.1416208908332495,302.4959216602381,89.70247933884298,6.2830723600331035,1.9999730357701688,0.9999865178850845,164,5,0,440,164
606,303.0,0.010368292586104928,0.594059405940594,3.1415785816964172,3.1416207977169175,302.9959283901415,89.70297029702971,6.283072732486402,1.9999731246874026,0.9999865623437013,405,2,0,200,405
607,303.5,0.010351211379208544,0.5930807248764415,3.1415786280235443,3.141620705060425,303.49593509787076,89.70345963756178,6.283073103100438,1.9999732131655406,0.9999866065827702,0,607,1,606,0
608,304.0,0.01033418636049274,0.5921052631578947,3.1415786741222727,3.14162061286075,303.9959417835353,89.70394736842105,6.283073471887305,1.999973301207469,0.9999866506037345,319,2,0,288,319
609,304.5,0.01031721725316845,0.5911330049261083,3.1415787199941,3.141620521114893,304.49594844724373,89.70443349753694,6.283073838858992,1.9999733888160511,0.9999866944080253,272,3,0,336,272
610,305.0,0.010300303782261617,0.5901639344262295,3.1415787656405145,3.1416204298198824,304.99595508910414,89.70491803278689,6.283074204027393,1.9999734759941252,0.9999867379970627,369,2,0,240,369
611,305.5,0.010283445674598341,0.5891980360065466,3.1415788110629888,3.141620338972768,305.4959617092237,89.70540098199673,6.283074567404304,1.999973562744509,0.9999867813722544,58,13,0,552,58
612,306.0,0.010266642658790173,0.588235294117647,3.1415788562629863,3.1416202485706246,305.99596830770906,89.70588235294117,6.2830749290014225,1.999973649069994,0.999986824534997,419,2,0,192,419
613,306.5,0.010249894465219553,0.5872756933115824,3.141578901241958,3.141620158610552,306.495974884666,89.7063621533442,6.283075288830355,1.999973734973351,0.9999868674866753,0,613,1,612,0
614,307.0,0.010233200826025385,0.5863192182410424,3.1415789460013426,3.1416200690896714,306.99598144019984,89.70684039087948,6.283075646902609,1.9999738204573274,0.9999869102286639,307,2,0,306,307
615,307.5,0.010216561475088757,0.5853658536585366,3.1415789905425657,3.1416199800051285,307.49598797441496,89.70731707317073,6.283076003229603,1.99997390552465,0.9999869527623251,294,3,0,320,294
616,308.0,0.010199976148018809,0.5844155844155844,3.141579034867044,3.141619891354094,307.99599448741526,89.70779220779221,6.283076357822658,1.999973990178021,0.9999869950890106,375,2,0,240,375
617,308.5,0.010183444582138714,0.5834683954619125,3.1415790789761813,3.1416198031337577,308.49600097930386,89.70826580226904,6.283076710693009,1.9999740744201224,0.9999870372100611,0,617,1,616,0
618,309.0,0.010166966516471823,0.5825242718446603,3.1415791228713705,3.1416197153413346,308.9960074501832,89.70873786407768,6.283077061851794,1.9999741582536135,0.9999870791268064,413,2,0,204,413
619,309.5,0.010150541691727926,0.5815831987075929,3.141579166553992,3.1416196279740616,309.4960139001552,89.7092084006462,6.283077411310065,1.9999742416811326,0.9999871208405662,0,619,1,618,0
620,310.0,0.010134169850289655,0.5806451612903225,3.1415792100254176,3.1416195410291987,309.99602032932097,89.70967741935483,6.283077759078784,1.9999743247052968,0.9999871623526483,379,2,0,240,379
621,310.5,0.010117850736199011,0.5797101449275361,3.1415792532870053,3.1416194545040264,310.49602673778105,89.71014492753623,6.283078105168826,1.9999744073287025,0.9999872036643512,224,3,0,396,224
622,311.0,0.01010158409514403,0.5787781350482315,3.1415792963401046,3.141619368395849,310.9960331256352,89.71061093247589,6.2830784495909775,1.9999744895539244,0.9999872447769621,311,2,0,310,311
623,311.5,0.010085369674445564,0.5778491171749599,3.141579339186052,3.1416192827019898,311.4960394929828,89.71107544141252,6.283078792355937,1.999974571383517,0.9999872856917585,94,7,0,528,94
624,312.0,0.010069207223044208,0.5769230769230769,3.141579381826175,3.1416191974197956,311.9960458399224,89.71153846153847,6.28307913347432,1.9999746528200146,0.9999873264100076,431,2,0,192,431
625,312.5,0.010053096491487338,0.576,3.141579424261789,3.1416191125466337,312.4960521665518,89.712,6.283079472956658,1.9999747338659315,0.9999873669329657,124,5,0,500,124
626,313.0,0.010037037231916271,0.5750798722044728,3.1415794664942003,3.141619028079893,312.9960584729685,89.71246006389777,6.283079810813392,1.9999748145237604,0.9999874072618803,313,2,0,312,313
627,313.5,0.010021029198053567,0.5741626794258373,3.1415795085247047,3.1416189440169826,313.4960647592692,89.71291866028709,6.28308014705489,1.999974894795976,0.9999874473979878,266,3,0,360,266
628,314.0,0.010005072145190424,0.5732484076433121,3.1415795503545865,3.141618860355332,313.99607102554995,89.71337579617834,6.283080481691426,1.9999749746850313,0.9999874873425157,315,2,0,312,315
629,314.5,0.009989165830174222,0.5723370429252782,3.14157959198512,3.141618777092391,314.49607727190624,89.71383147853736,6.283080814733202,1.9999750541933623,0.9999875270966813,52,17,0,576,52
630,315.0,0.009973310011396168,0.5714285714285714,3.1415796334175714,3.141618694225632,314.99608349843294,89.71428571428572,6.283081146190334,1.9999751333233835,0.9999875666616919,485,2,0,144,485
631,315.5,0.00995750444877906,0.5705229793977813,3.1415796746531943,3.141618611752544,315.4960897052243,89.7147385103011,6.28308147607286,1.9999752120774918,0.9999876060387457,0,631,1,630,0
632,316.0,0.009941748903765169,0.569620253164557,3.1415797156932337,3.141618529670637,315.9960958923741,89.71518987341771,6.283081804390736,1.9999752904580637,0.999987645229032,319,2,0,312,319
633,316.5,0.009926043139304244,0.5687203791469194,3.141579756538924,3.141618447977441,316.4961020599753,89.71563981042654,6.2830821311538445,1.9999753684674588,0.9999876842337293,212,3,0,420,212
634,317.0,0.009910386919841618,0.5678233438485804,3.1415797971914916,3.1416183666705066,316.9961082081206,89.71608832807571,6.283082456371984,1.9999754461080161,0.9999877230540081,317,2,0,316,317
635,317.5,0.009894780011306436,0.5669291338582677,3.1415798376521518,3.141618285747402,317.49611433690166,89.71653543307087,6.2830827800548805,1.9999755233820573,0.9999877616910289,130,5,0,504,130
636,318.0,0.009879222181099979,0.5660377358490566,3.1415798779221094,3.141618205205715,317.99612044641,89.71698113207547,6.283083102212182,1.9999756002918865,0.9999878001459434,427,2,0,208,427
637,318.5,0.009863713198084123,0.565149136577708,3.1415799180025616,3.1416181250430517,318.49612653673626,89.71742543171113,6.283083422853459,1.999975676839788,0.999987838419894,132,7,0,504,132
638,319.0,0.009848252832569885,0.5642633228840126,3.141579957894696,3.1416180452570392,318.9961326079707,89.71786833855799,6.283083741988211,1.9999757530280298,0.9999878765140148,357,2,0,280,357
639,319.5,0.009832840856306082,0.5633802816901409,3.1415799975996914,3.14161796584532,319.496138660203,89.71830985915493,6.28308405962586,1.9999758288588607,0.9999879144294302,218,3,0,420,218
640,320.0,0.009817477042468103,0.5625,3.1415800371187137,3.1416178868055566,319.9961446935222,89.71875,6.283084375775755,1.9999759043345138,0.9999879521672568,383,2,0,256,383
641,320.5,0.009802161165646781,0.561622464898596,3.1415800764529256,3.1416178081354316,320.4961507080168,89.7191887675507,6.283084690447175,1.999975979457203,0.9999879897286015,0,641,1,640,0
642,321.0,0.009786893001837361,0.5607476635514018,3.141580115603475,3.1416177298326406,320.9961567037747,89.7196261682243,6.283085003649321,1.9999760542291263,0.999988027114563,429,2,0,212,429
643,321.5,0.009771672328428594,0.5598755832037324,3.141580154571505,3.141617651894903,321.49616268088346,89.72006220839813,6.283085315391327,1.9999761286524635,0.9999880643262316,0,643,1,642,0
644,322.0,0.009756498924191904,0.5590062111801243,3.141580193358149,3.141617574319952,321.99616863942987,89.72049689440993,6.283085625682257,1.9999762027293784,0.9999881013646891,379,2,0,264,379
645,322.5,0.009741372569270676,0.5581395348837209,3.141580231964529,3.1416174971055395,322.4961745795003,89.72093023255815,6.2830859345311,1.9999762764620175,0.9999881382310086,308,3,0,336,308
646,323.0,0.009726293045169638,0.5572755417956656,3.1415802703917626,3.1416174202494345,322.9961805011805,89.72136222910217,6.283086241946782,1.999976349852511,0.9999881749262555,357,2,0,288,357
647,323.5,0.009711260134744337,0.5564142194744977,3.1415803086409553,3.1416173437494237,323.4961864045558,89.72179289026275,6.283086547938153,1.999976422902972,0.9999882114514862,0,647,1,646,0
648,324.0,0.009696273622190719,0.5555555555555556,3.1415803467132046,3.141617267603311,323.99619228971085,89.72222222222223,6.283086852514001,1.9999764956154995,0.9999882478077495,431,2,0,216,431
649,324.5,0.009681333293034802,0.5546995377503852,3.1415803846096018,3.141617191808917,324.49619815673,89.7226502311248,6.283087155683041,1.9999765679921726,0.9999882839960862,68,11,0,580,68
650,325.0,0.00966643893412244,0.5538461538461539,3.141580422331227,3.1416171163640776,324.9962040056968,89.72307692307692,6.283087457453924,1.9999766400350572,0.9999883200175287,409,2,0,240,409
651,325.5,0.009651590333609196,0.5529953917050692,3.1415804598791537,3.1416170412666484,325.4962098366946,89.72350230414746,6.2830877578352355,1.9999767117462035,0.9999883558731018,290,3,0,360,290
652,326.0,0.009636787280950286,0.5521472392638037,3.1415804972544468,3.141616966514498,325.996215649806,89.7239263803681,6.283088056835493,1.999976783127644,0.9999883915638221,327,2,0,324,327
653,326.5,0.009622029566890638,0.5513016845329249,3.141580534458163,3.141616892105514,326.4962214451132,89.72434915773354,6.283088354463151,1.9999768541813976,0.9999884270906989,0,653,1,652,0
654,327.0,0.009607316983455025,0.5504587155963303,3.14158057149135,3.1416168180375985,326.99622722269777,89.72477064220183,6.283088650726595,1.9999769249094665,0.9999884624547333,437,2,0,216,437
655,327.5,0.0095926493239383,0.549618320610687,3.1415806083550493,3.1416167443086707,327.49623298264106,89.72519083969466,6.2830889456341525,1.9999769953138387,0.9999884976569192,134,5,0,520,134
656,328.0,0.009578026382895712,0.5487804878048781,3.141580645050294,3.1416166709166653,327.9962387250236,89.72560975609755,6.283089239194084,1.9999770653964852,0.9999885326982427,335,2,0,320,335
657,328.5,0.009563447956133312,0.547945205479452,3.1415806815781075,3.1416165978595316,328.4962444499256,89.72602739726027,6.283089531414587,1.9999771351593645,0.9999885675796821,224,3,0,432,224
658,329.0,0.00954891384069846,0.547112462006079,3.141580717939508,3.141616525135236,328.99625015742686,89.72644376899696,6.2830898223038,1.9999772046044186,0.9999886023022093,381,2,0,276,381
659,329.5,0.009534423834870388,0.5462822458270106,3.141580754135504,3.14161645274176,329.4962558476064,89.7268588770865,6.283090111869793,1.9999772737335746,0.9999886368667872,0,659,1,658,0
