m,j,gap,side,k_snap,r_out,r_in,gm,am,tension,hx,hy,atan2,Px,Py,leg_chord,leg_path,leg_chord_over_path,k_frozen
217,340864,1571,down,217.0,108.5,0.009216589861751152,1.0,54.254608294930875,53.254608294930875,-0.9999988970869256,-0.0014852019837095,-3.140107451060067,-108.49988033393143,-0.16114441523248074,216.49999560140284,340.12086751726133,0.6365384081893045,216.9726288987906
218,342435,1571,up,218.0,109.0,0.009174311926605505,1.0,54.5045871559633,53.5045871559633,0.9999982170495089,0.0018883584943712095,0.001888359616655245,108.99980565839647,0.20583107588646182,217.49999558108576,341.6918658275177,0.636538405894852,217.9726288987906
219,344005,1570,down,219.0,109.5,0.0091324200913242,1.0,54.75456621004566,53.75456621004566,-0.9999999575082287,-0.00029151936611231897,-3.141301134219552,-109.49999534715104,-0.03192137058929893,218.49993035625815,343.04386487677874,0.6369445797689554,218.97199236155316
220,345576,1571,up,220.0,110.0,0.00909090909090909,1.0,55.00454545454546,54.00454545454546,0.9999997587123196,0.0006946764012984618,0.000694676457170753,109.99997345835516,0.0764144041428308,219.4999955404516,344.83436301258695,0.6365374773639932,219.97199236155316
221,347147,1571,down,221.0,110.5,0.00904977375565611,1.0,55.25452488687783,54.25452488687783,-0.9999993973808152,-0.0010978333235751431,-3.140494820045693,-110.49993341058008,-0.12131058225505331,220.49999552013455,346.40486093829907,0.6365383988055802,220.97199236155316
222,348718,1571,up,222.0,111.0,0.009009009009009009,1.0,55.5045045045045,54.5045045045045,0.9999988735137743,0.0015009900674130645,0.0015009906310281971,110.99987496002895,0.16660989748285016,221.49999549981752,347.9758592211178,0.6365383966451177,221.97199236155316
223,350289,1571,down,223.0,111.5,0.008968609865470852,1.0,55.75448430493274,54.75448430493274,-0.999998187111282,-0.00190414656728449,-3.139688505871839,-111.49979786290794,-0.21231234225222065,222.49999547950046,349.54685760663165,0.6365383943170633,222.97199236155316
224,351859,1570,up,224.0,112.0,0.008928571428571428,1.0,56.004464285714285,55.004464285714285,0.9999999527810594,0.0003073074667044819,0.000307307471541393,111.99999471147865,0.03441843627090197,223.49992876256337,350.8938567352943,0.6369445473967537,223.97135582431574
225,353430,1571,down,225.0,112.5,0.008888888888888889,1.0,56.254444444444445,55.254444444444445,-0.9999997476200662,-0.0007104644986986586,-3.1408821890313257,-112.49997160725744,-0.07992725610359909,224.49999543886634,352.68935491343245,0.6365374863496229,224.97135582431574
226,355001,1571,up,226.0,113.0,0.008849557522123894,1.0,56.50442477876106,55.50442477876106,0.9999993799234794,0.0011136214152168466,0.0011136216453937345,112.99992993135318,0.12583921991950367,225.49999541854928,354.25985294225944,0.6365383871350033,225.97135582431574
227,356572,1571,down,227.0,113.5,0.00881057268722467,1.0,56.75440528634361,55.75440528634361,-0.9999988496913592,-0.001516778150732971,-3.140075874857472,-113.49986943996927,-0.1721543201081922,226.49999539823224,355.8308512912507,0.6365383849553843,226.97135582431574
228,358143,1571,up,228.0,114.0,0.008771929824561403,1.0,57.00438596491228,56.00438596491228,0.9999981569237912,0.0019199346397180991,0.0019199358192475875,113.9997898893122,0.2188725489278633,227.4999953779152,357.4018497471053,0.6365383826046015,227.97135582431574
229,359713,1570,down,229.0,114.5,0.008733624454148471,1.0,57.254366812227076,56.254366812227076,-0.9999999478046258,-0.0003230955672141435,-3.141269558016958,-114.49999402362965,-0.03699444244601943,228.49992716886888,358.7438489501129,0.6369445158086715,228.97071928707828
230,361284,1571,up,230.0,115.0,0.008695652173913044,1.0,57.504347826086956,56.504347826086956,0.9999997362785488,0.0007262525959216882,0.0007262526597644911,114.9999696720331,0.08351904853099415,229.49999533728106,360.54434716718526,0.6365374943206678,229.97071928707828
231,362855,1571,down,231.0,115.5,0.008658008658008658,1.0,57.754329004329,56.754329004329,-0.9999993622168798,-0.0011294095065864978,-3.1404632438431004,-115.49992633604961,-0.1304467980107405,230.499995316964,362.11484529312173,0.6365383753609459,230.97071928707828
232,364426,1571,up,232.0,116.0,0.008620689655172414,1.0,58.00431034482759,57.00431034482759,0.9999988256196801,0.001532566233681084,0.001532566833619907,115.9998637718829,0.17777768310700576,231.49999529664697,363.6858437039289,0.6365383731710701,231.97071928707828
233,365997,1571,down,233.0,116.5,0.008583690987124463,1.0,58.25429184549356,57.25429184549356,-0.9999981264870368,-0.0019357227116799766,-3.139656929669245,-116.49978173573979,-0.2255116959107173,232.49999527632994,365.25684222562603,0.6365383708067823,232.97071928707828
234,367567,1570,up,234.0,117.0,0.008547008547008548,1.0,58.504273504273506,57.504273504273506,0.9999999425789281,0.00033888366764920133,0.00033888367413555597,116.99999328173459,0.03964938911495656,233.49992557517479,366.59384149834705,0.6369444849941038,233.97008274984086
235,369138,1571,down,235.0,117.5,0.00851063829787234,1.0,58.75425531914894,57.75425531914894,-0.9999997246877672,-0.0007420406929652137,-3.1408506128287303,-117.49996765081265,-0.0871897814234126,234.49999523569585,368.3993397512719,0.6365375013810302,234.97008274984086
236,370709,1571,up,236.0,118.0,0.00847457627118644,1.0,59.00423728813559,58.00423728813559,0.9999993442610161,0.0011451975976738164,0.0011451978479907852,117.9999226227999,0.13513331652551033,235.4999952153788,369.9698379687896,0.6365383635280166,235.97008274984086
237,372280,1571,down,237.0,118.5,0.008438818565400843,0.9999999999999999,59.2542194092827,58.2542194092827,-0.9999988012987373,-0.001548354316246974,-3.1400442986548747,-118.49985795390037,-0.18347998647526642,236.49999519506176,371.54083643742666,0.6365383613353954,236.97008274984086
238,373851,1571,up,238.0,119.0,0.008403361344537815,1.0,59.50420168067227,58.50420168067227,0.9999980958010187,0.0019515107831580565,0.0019515120218472817,118.99977340032123,0.23222978319580873,237.49999517474473,373.11183502084106,0.6365383589654254,237.97008274984086
239,375421,1570,down,239.0,119.5,0.008368200836820083,0.9999999999999999,59.75418410041841,58.75418410041841,-0.9999999371039666,-0.00035467176799853394,-3.141237981814359,-119.49999248392402,-0.042383276275824805,238.49992398148103,374.4438343590262,0.6369444549400733,238.96944621260343
240,376992,1571,up,240.0,120.0,0.008333333333333333,1.0,60.00416666666667,59.00416666666667,0.9999997128477215,0.0007578287898244328,0.0007578288623618624,119.99996554172658,0.09093945477893194,239.4999951341106,376.254332645002,0.6365375076227497,239.96944621260343
241,378563,1571,down,241.0,120.5,0.008298755186721992,1.0,60.254149377593365,59.254149377593365,-0.9999993260558885,-0.0011609856884791474,-3.140431667640501,-120.49991878973456,-0.13989877546173726,240.49999511379357,377.8248309490046,0.6365383516740172,240.96944621260343
242,380134,1571,up,242.0,121.0,0.008264462809917356,1.0,60.50413223140496,59.50413223140496,0.9999987767285305,0.0015641423984303119,0.0015641430362208807,120.9998519841522,0.18926123021006774,241.49999509347654,379.3958294718157,0.6365383494849853,241.96944621260343
243,381705,1571,down,243.0,121.5,0.00823045267489712,1.0,60.75411522633745,59.75411522633745,-0.9999980648657367,-0.001967298854152769,-3.1396253534666436,-121.499764881187,-0.23902681077956145,242.49999507315945,380.966828113163,0.6365383471159511,242.96944621260343
244,383275,1570,up,244.0,122.0,0.00819672131147541,1.0,61.00409836065574,60.00409836065574,0.9999999313797405,0.00037045986826269553,0.0003704598767363799,121.99999162832835,0.045196103928048854,243.49992238778745,382.2938275129032,0.6369444256317971,243.968809675366
245,384846,1571,down,245.0,122.5,0.00816326530612245,1.0,61.25408163265306,60.25408163265306,-0.9999997007584117,-0.0007736168864987098,-3.1408190366261284,-122.49996334290543,-0.09476806859609195,244.49999503252536,384.1093258293799,0.6365375131275294,244.968809675366
246,386417,1571,up,246.0,123.0,0.008130081300813009,1.0,61.50406504065041,60.50406504065041,0.9999993076014969,0.0011767737789948449,0.001176774050593721,122.99991483498412,0.14474317481636592,245.4999950122084,385.67982421515916,0.6365383398309458,245.968809675366
247,387988,1571,down,247.0,123.5,0.008097165991902834,1.0,61.75404858299595,60.75404858299595,-0.9999987519090601,-0.0015799304802232871,-3.1400127224522705,-123.49984586076891,-0.19512141430757596,246.49999499189133,387.2508227887878,0.6365383376508305,246.968809675366
248,389559,1571,up,248.0,124.0,0.008064516129032258,1.0,62.00403225806452,61.00403225806452,0.9999980336811913,0.001983086924654823,0.001983088224449552,123.99975617646773,0.24590277865719806,247.49999497157427,388.82182148458486,0.636538335288331,247.968809675366
249,391129,1570,down,249.0,124.5,0.008032128514056224,0.9999999999999999,62.25401606425703,61.25401606425703,-0.9999999254062506,-0.00038624796843337184,-3.141206405611756,-124.4999907130782,-0.048087872069954796,248.4999207940942,390.14382094228046,0.6369443970531532,248.96817313812858
250,392700,1571,up,250.0,125.0,0.008,1.0,62.504,61.504,0.999999688419838,0.0007894049829780561,0.0007894050649657104,124.99996105247975,0.09867562287225701,249.49999493094023,391.9643192869313,0.6365375179680518,249.96817313812858
251,394271,1571,down,251.0,125.5,0.00796812749003984,1.0,62.75398406374502,61.75398406374502,-0.9999992888978413,-0.0011925618692133402,-3.140400091437902,-125.49991075667909,-0.1496665145862742,250.4999949106232,393.53481775013057,0.6365383280258436,250.96817313812858
252,395842,1571,up,252.0,126.0,0.007936507936507936,1.0,63.00396825396825,62.00396825396825,0.9999987268403255,0.0015957185616167966,0.0015957192388186495,125.99983958188102,0.20106053876371638,251.49999489030614,395.1058163714871,0.6365383258591171,251.96817313812858
253,397413,1571,down,253.0,126.5,0.007905138339920948,0.9999999999999999,63.25395256916996,62.25395256916996,-0.9999980022473822,-0.001998874994659828,-3.1395937772640465,-126.49974728429385,-0.25285768682446824,252.49999486998908,396.6768151185254,0.6365383235078741,252.96817313812858
254,398983,1570,up,254.0,127.0,0.007874015748031496,1.0,63.503937007874015,62.503937007874015,0.9999999191834965,0.0004020360685036083,0.0004020360793339918,126.99998973630406,0.05105858069995826,253.49991920040125,397.99381463085456,0.6369443691870598,253.96753660089115
255,400554,1571,down,255.0,127.5,0.00784313725490196,1.0,63.753921568627455,62.753921568627455,-0.999999675832,-0.0008051930792566533,-3.140787460423531,-127.49995866858,-0.10266211760522329,254.49999482935505,399.81931300155486,0.6365375222091018,254.96753660089115
256,402125,1571,up,256.0,128.0,0.0078125,1.0,64.00390625,63.00390625,0.9999992699449215,0.0012083499591362785,0.0012083502531903725,127.99990655294995,0.15466879476944365,255.49999480903796,401.38981153813904,0.6365383162815058,255.96753660089115
257,403696,1571,down,257.0,128.5,0.007782101167315175,1.0,64.25389105058366,63.25389105058366,-0.9999987015223274,-0.0016115066426158106,-3.139981146249675,-128.49983314561908,-0.20707860357613167,256.499994788721,402.9608102043754,0.6365383141319083,256.96753660089115
258,405266,1570,up,258.0,129.0,0.007751937984496124,1.0,64.50387596899225,63.50387596899225,0.9999999998924383,1.466709370435392e-05,1.4667093704879792e-05,128.99999998612455,0.0018920550878616556,257.4999179254471,404.2738097581902,0.6369443473953122,257.9669000636537
259,406837,1571,down,259.0,129.5,0.007722007722007722,1.0,64.753861003861,63.753861003861005,-0.9999999127114783,-0.00041782416847764955,-3.1411748294091586,-129.49998869613643,-0.05410822981785562,258.4999947480869,406.1033081483218,0.6365375252094093,258.9669000636537
260,408408,1571,up,260.0,130.0,0.007692307692307693,1.0,65.00384615384615,64.00384615384615,0.9999996629948981,0.0008209811753372001,0.0008209812675621607,129.99995618933676,0.10672755279383601,259.49999472776983,407.6738067409012,0.6365383069427762,259.9669000636537
261,409979,1571,down,261.0,130.5,0.007662835249042145,1.0,65.25383141762453,64.25383141762453,-0.9999992507427381,-0.001224138048758184,-3.1403685152353034,-130.49990222192733,-0.159750015362943,260.49999470745286,409.2448054411409,0.6365383048091466,260.9669000636537
262,411550,1571,up,262.0,131.0,0.007633587786259542,1.0,65.50381679389314,64.50381679389314,0.9999986759550654,0.0016272947232135063,0.001627295441417665,130.99982655011357,0.21317560874096933,261.4999946871358,410.81580427310064,0.6365383024877417,261.9669000636537
263,413120,1570,down,263.0,131.5,0.0076045627376425855,1.0,65.75380228136882,64.75380228136882,-0.9999999995362405,-3.045519500205462e-05,-3.1415621983947863,-131.49999993901562,-0.004004858142770183,262.49991633175455,412.12380387618964,0.6369443207668122,262.9662635264163
264,414691,1571,up,264.0,132.0,0.007575757575757576,1.0,66.00378787878788,65.00378787878788,0.9999999059901961,0.00043361226834574156,0.0004336122819336768,131.99998759070587,0.057236819421637886,263.4999946465017,413.9583022889886,0.6365375285130762,263.9662635264163
265,416262,1571,down,265.0,132.5,0.007547169811320755,1.0,66.25377358490566,65.25377358490566,-0.9999996499085321,-0.0008367692712149455,-3.1407558842209298,-132.4999536128805,-0.11087192843598027,264.4999946261847,415.5288009483961,0.6365382953540025,264.9662635264163
266,417833,1571,up,266.0,133.0,0.007518796992481203,1.0,66.50375939849624,65.50375939849624,0.9999992312912906,0.0012399261380775632,0.001239926455791668,132.99989776174166,0.1649101763643159,265.4999946058677,417.09979968893003,0.6365382932427098,265.9662635264163
267,419404,1571,down,267.0,133.5,0.00749063670411985,1.0,66.75374531835206,65.75374531835206,-0.9999986501385395,-0.0016430828034081006,-3.139949570047073,-133.49981979349502,-0.21935155425498143,266.49999458555067,418.6707985643891,0.6365382909421244,266.9662635264163
268,420974,1570,up,268.0,134.0,0.007462686567164179,1.0,67.00373134328358,66.00373134328358,0.9999999989307787,4.6243296291230894e-05,4.624329630771233e-05,133.99999985672434,0.00619660170302494,267.4999147380622,419.97379821407804,0.6369442948002828,267.9656269891789
269,422545,1571,down,269.0,134.5,0.007434944237918215,1.0,67.25371747211896,66.25371747211896,-0.9999998990196494,-0.00044940036810974584,-3.1411432532065566,-134.49998641814284,-0.06044434951076082,268.4999945449166,421.8132966478811,0.6365375313643882,268.9656269891789
270,424116,1571,up,270.0,135.0,0.007407407407407408,1.0,67.5037037037037,66.5037037037037,0.9999996365729021,0.0008525573668835285,0.00085255747016436,134.9999509373418,0.11509524452927636,269.49999452459963,423.3837953708272,0.6365382838720928,269.9656269891789
271,425687,1571,down,271.0,135.5,0.007380073800738007,1.0,67.75369003690037,66.75369003690037,-0.9999992115905793,-0.0012557142270882909,-3.140336939032699,-135.49989317052348,-0.1701492777704634,270.4999945042826,424.95479414937125,0.6365382817853376,270.9656269891789
272,427258,1571,up,272.0,136.0,0.007352941176470588,1.0,68.00367647058823,67.00367647058823,0.9999986240727499,0.0016588708831933017,0.0016588716440222714,135.99981287389397,0.22560644011428904,271.49999448396557,426.5257930659442,0.636538279507963,271.9656269891789
273,428828,1570,down,273.0,136.5,0.007326007326007326,1.0,68.25366300366301,67.25366300366301,-0.9999999980760529,-6.203139757250335e-05,-3.141530622192181,-136.49999973738122,-0.008467285768646707,272.49991314437005,427.8237927597522,0.6369442694773044,272.96499045194145
274,430399,1571,up,274.0,137.0,0.0072992700729927005,1.0,68.5036496350365,67.5036496350365,0.9999998917998388,0.00046518846776358444,0.00046518848454140755,136.99998517657792,0.06373082008361107,273.4999944433315,429.668291213032,0.6365375338058834,273.96499045194145
275,431970,1571,down,275.0,137.5,0.007272727272727273,1.0,68.75363636363636,67.75363636363636,-0.9999996229880079,-0.0008683454623429922,-3.1407243080183247,-137.4999481608511,-0.11939750107216143,274.49999442301447,431.238789996447,0.636538272508547,274.96499045194145
276,433541,1571,up,276.0,138.0,0.007246376811594203,1.0,69.0036231884058,68.0036231884058,0.9999991916406037,0.0012715023157862401,0.0012715026583966324,137.9998884464033,0.17546731957850115,275.49999440269744,432.80978881088697,0.6365382704481185,275.96499045194145
277,435112,1571,down,277.0,138.5,0.007220216606498195,1.0,69.25361010830325,68.25361010830325,-0.9999985977576965,-0.0016746589625651447,-3.1399179938444686,-138.49980578944096,-0.23194026631527254,276.4999943823804,434.380787766359,0.6365382681959264,276.96499045194145
278,436682,1570,up,278.0,139.0,0.007194244604316547,1.0,69.50359712230215,68.50359712230215,0.9999999969720629,7.781949883247391e-05,7.781949891101808e-05,138.99999957911675,0.010816910337713873,277.4999115506782,435.6737875019793,0.6369442447795128,277.964353914704
279,438253,1571,down,279.0,139.5,0.007168458781362007,1.0,69.75358422939068,68.75358422939068,-0.9999998843307643,-0.00048097656729409027,-3.141111677003954,-139.49998386414163,-0.0670962311375256,278.49999434174646,437.523285973331,0.6365375358757986,278.964353914704
280,439824,1571,up,280.0,140.0,0.007142857142857143,1.0,70.00357142857143,69.00357142857143,0.9999996091538498,0.0008841335575799028,0.0008841336727666532,139.99994528153897,0.12377869806118638,279.4999943214294,439.0937848143566,0.6365382612728134,279.964353914704
281,441395,1571,down,281.0,140.5,0.0071174377224199285,1.0,70.25355871886121,69.25355871886121,-0.9999991714413645,-0.0012872904041638857,-3.140305362830097,-140.4998835875117,-0.18086430178502594,280.4999943011124,440.66478366272327,0.6365382592401618,280.964353914704
282,442966,1571,up,282.0,141.0,0.0070921985815602835,1.0,70.50354609929079,69.50354609929079,0.9999985711933791,0.0016904470415171323,0.001690447846624901,140.99979853826645,0.23835303285391565,281.4999942807953,442.2357826550368,0.6365382570147599,281.964353914704
283,444536,1570,down,283.0,141.5,0.007067137809187279,1.0,70.75353356890459,69.75353356890459,-0.9999999956188087,-9.360760007522366e-05,-3.1414990459895815,-141.49999938006144,-0.013245475410644147,282.49990995698647,443.52378243032337,0.6369442206886992,282.9637173774666
284,446107,1571,up,284.0,142.0,0.007042253521126761,1.0,71.00352112676056,70.00352112676056,0.9999998766124253,0.0004967646667074629,0.0004967646871389931,141.9999824789644,0.07054058267245973,283.49999424016136,445.37828091845324,0.6365375376085501,283.9637173774666
285,447678,1571,down,285.0,142.5,0.007017543859649123,1.0,71.25350877192983,70.25350877192983,-0.9999995950704276,-0.0008999216525981445,-3.1406927318157267,-142.49994229753594,-0.1282388354952356,284.49999421984427,446.9487798144119,0.6365382501725996,284.9637173774666
286,449249,1571,up,286.0,143.0,0.006993006993006993,1.0,71.5034965034965,70.5034965034965,0.9999991509928612,0.0013030784922218586,0.001303078860996298,142.99987859197915,0.18634022438772577,285.4999941995273,448.5197786948817,0.6365382481688656,285.9637173774666
287,450820,1571,down,287.0,143.5,0.006968641114982578,1.0,71.75348432055749,70.75348432055749,-0.9999985443797981,-0.0017062351200475322,-3.1398864176418684,-143.49979111850104,-0.24484473972682086,286.49999417921026,450.0907777221214,0.6365382459715507,286.9637173774666
288,452390,1570,up,288.0,144.0,0.006944444444444444,1.0,72.00347222222223,71.00347222222223,0.9999999940162903,0.00010939570129609012,0.0001093957015142875,143.9999991383458,0.015752980986636977,287.4999083632949,451.3737775350735,0.636944197186898,287.96308084022917
289,453961,1571,down,289.0,144.5,0.006920415224913495,1.0,72.25346020761246,71.25346020761246,-0.9999998686448224,-0.0005125527660011077,-3.14108010080135,-144.49998101917683,-0.07406387468716007,288.4999941385762,453.23327603878903,0.6365375390351646,288.96308084022917
290,455532,1571,up,290.0,145.0,0.006896551724137931,1.0,72.50344827586207,71.50344827586207,0.9999995807377414,0.0009157097473973859,0.0009157098753715862,144.9999392069725,0.13277791337262096,289.4999941182592,454.80377498717894,0.6365382392140881,289.96308084022917
291,457103,1571,down,291.0,145.5,0.006872852233676976,1.0,72.75343642611683,71.75343642611683,-0.999999130295094,-0.0013188665799581465,-3.1402737866274935,-145.4998734579362,-0.1918950873839103,290.4999940979422,456.3747738980504,0.6365382372401613,290.96308084022917
292,458674,1571,up,292.0,146.0,0.00684931506849315,1.0,73.00342465753425,72.00342465753425,0.9999985173169534,0.0017220231981559986,0.0017220240492280372,145.9997835282752,0.2514153869307758,291.4999940776252,457.94577295843146,0.6365382350719616,291.96308084022917
293,460244,1570,down,293.0,146.5,0.006825938566552901,1.0,73.25341296928327,72.25341296928327,-0.9999999921645079,-0.00012518380248714893,-3.141467469786979,-146.4999988521004,-0.01833942706436732,292.4999067696035,459.223772807184,0.6369441742564502,292.96244430299174
294,461815,1571,up,294.0,147.0,0.006802721088435374,1.0,73.50340136054422,72.50340136054422,0.9999998604279554,0.0005283408651629188,0.0005283408897434585,146.99997948290945,0.07766610717894906,293.49999403699115,461.08827132538363,0.6365375401836502,293.96244430299174
295,463386,1571,down,295.0,147.5,0.006779661016949152,1.0,73.75338983050847,72.75338983050847,-0.9999995661557911,-0.0009314978419632223,-3.1406611556131216,-147.4999360079792,-0.13739593168957528,294.4999940166741,462.6587703238589,0.6365382284021668,294.96244430299174
296,464957,1571,up,296.0,148.0,0.006756756756756757,1.0,74.00337837837837,73.00337837837837,0.9999991093480628,0.0013346546673604028,0.0013346550635981323,147.99986818351329,0.19752889076933963,295.4999939963571,464.22976926354966,0.6365382264587122,295.96244430299174
297,466528,1571,down,297.0,148.5,0.006734006734006734,1.0,74.253367003367,73.253367003367,-0.9999984900048449,-0.0017378112758283423,-3.1398548414392686,-148.49977576571945,-0.25806497446050886,296.4999939760401,465.8007683554063,0.6365382243204254,296.96244430299174
298,468098,1570,up,298.0,149.0,0.006711409395973154,1.0,74.50335570469798,73.50335570469798,0.9999999900634612,0.00014097190364710917,0.00014097190411403344,148.99999851945572,0.021004813643419266,297.49990517591226,467.07376823821573,0.6369441518800563,297.9618077657543
299,469669,1571,down,299.0,149.5,0.006688963210702341,1.0,74.75334448160535,73.75334448160535,-0.9999998519618242,-0.0005441289641907157,-3.141048524598752,-149.49997786829272,-0.081347280146512,298.4999939354061,468.9432667698824,0.6365375410793234,298.9618077657543
300,471240,1571,up,300.0,150.0,0.006666666666666667,1.0,75.00333333333333,74.00333333333333,0.9999995513245769,0.0009472859362945254,0.0009472860779691902,149.99993269868654,0.1420928904441788,299.4999939150891,470.51376581624186,0.6365382177406009,299.9618077657543
301,472811,1571,down,301.0,150.5,0.006644518272425249,1.0,75.25332225913621,74.25332225913621,-0.9999990881517677,-0.0013504427544335322,-3.1402422104248933,-150.49986276684103,-0.2032416345422466,300.49999389477205,472.0847647832756,0.6365382158280948,300.9618077657543
302,474382,1571,up,302.0,151.0,0.006622516556291391,1.0,75.50331125827815,74.50331125827815,0.9999984624434723,0.0017535993530735988,0.0017536002518268624,150.99976782896434,0.2647935023141134,301.499993874455,473.6557639050528,0.636538213720318,301.9618077657543
303,475952,1570,down,303.0,151.5,0.006600660066006601,1.0,75.753300330033,74.753300330033,-0.9999999877131504,-0.00015676000477240232,-3.141435893584379,-151.49999813854228,-0.023749140723018952,302.4999035822212,474.9237638202885,0.6369441300408109,302.9611712285169
304,477523,1571,up,304.0,152.0,0.006578947368421052,1.0,76.0032894736842,75.0032894736842,0.999999843246429,0.0005599170630849788,0.0005599170923413137,151.9999761734572,0.08510739358891678,303.49999383382107,476.79826236448014,0.6365375417450992,303.9611712285169
305,479094,1571,down,305.0,152.5,0.006557377049180328,1.0,76.25327868852459,75.25327868852459,-0.9999995362440983,-0.0009630740303925001,-3.1406295794105237,-152.499929277225,-0.14686878963485628,304.49999381350403,478.36876145665923,0.6365382072321879,304.9611712285169
306,480665,1571,up,306.0,153.0,0.006535947712418301,1.0,76.50326797385621,75.50326797385621,0.9999990667062088,0.0013662308411658364,0.0013662312661975823,152.99985720604994,0.20903331869837297,305.499993793187,479.93976044965586,0.6365382053509463,305.9611712285169
307,482236,1571,down,307.0,153.5,0.006514657980456026,1.0,76.75325732899023,75.75325732899023,-0.9999984346328362,-0.001769387429879054,-3.1398232652366667,-153.49975971614035,-0.2716009704864348,306.49999377286997,481.51075959989913,0.6365382032741064,306.9611712285169
308,483806,1570,up,308.0,154.0,0.006493506493506494,1.0,77.00324675324676,76.00324675324676,0.9999999851135755,0.0001725481058565102,0.00017254810671271832,153.99999770749062,0.02657240830190257,307.49990198853027,482.77375954603406,0.636944108722233,307.96053469127946
309,485377,1571,down,309.0,154.5,0.006472491909385114,1.0,77.2532362459547,76.2532362459547,-0.9999998342817696,-0.0005757051618401011,-3.1410169483961514,-154.49997439653342,-0.08894644750429563,308.499993732236,484.65325810188034,0.6365375422017391,308.96053469127946
310,486948,1571,up,310.0,155.0,0.0064516129032258064,1.0,77.50322580645161,76.50322580645161,0.999999520914356,0.0009788621242528195,0.0009788622805724466,154.99992574172518,0.151723629259187,309.49999371191893,486.22375723793556,0.6365381968788988,309.96053469127946
311,488519,1571,down,311.0,155.5,0.006430868167202572,1.0,77.7532154340836,76.7532154340836,-0.999999045011386,-0.001382018927561796,-3.140210634222294,-155.49985149927053,-0.2149039432358593,310.499993691602,487.794756255606,0.6365381950290975,310.96053469127946
312,490090,1571,up,312.0,156.0,0.00641025641025641,1.0,78.00320512820512,77.00320512820512,0.9999984065729365,0.0017851755062449882,0.001785176454427914,155.9997514253781,0.27848737897421816,311.499993671285,489.3657554329523,0.6365381929834757,311.96053469127946
313,491660,1570,down,313.0,156.5,0.006389776357827476,1.0,78.25319488817891,77.25319488817891,-0.9999999822647364,-0.0001883362069008299,-3.141404317381779,-156.49999722443124,-0.02947461637997988,312.4999003948395,490.6237554085571,0.6369440879082822,312.95989815404204
314,493231,1571,up,314.0,157.0,0.006369426751592357,1.0,78.5031847133758,77.5031847133758,0.999999825067846,0.0005914932604519434,0.0005914932949423426,156.99997253565184,0.09286444189095512,313.499993630651,492.508253975249,0.636537542468082,313.95989815404204
315,494802,1571,down,315.0,157.5,0.006349206349206349,1.0,78.7531746031746,77.7531746031746,-0.9999995053353498,-0.0009946502178618203,-3.1405980032079253,-157.4999220903176,-0.15665740931323668,314.49999361033395,494.0787531533539,0.636538186681989,314.95989815404204
316,496373,1571,up,316.0,158.0,0.006329113924050633,1.0,79.00316455696202,78.00316455696202,0.9999990230672992,0.0013978070136080798,0.0013978074687960513,157.99984564463327,0.2208535081500766,315.49999359001697,495.64975219449,0.6365381848636871,315.95989815404204
317,497944,1571,down,317.0,158.5,0.006309148264984227,1.0,79.2531545741325,78.2531545741325,-0.9999983782637728,-0.001800963582161362,-3.1397916890340687,-158.499742954808,-0.28545272777257585,316.49999356969994,497.2207513976645,0.6365381828494348,316.95989815404204
318,499514,1570,up,318.0,159.0,0.006289308176100629,1.0,79.50314465408805,78.50314465408805,0.9999999791666333,0.0002041243078941867,0.0002041243093117189,158.9999966874947,0.03245576495517569,317.49989880114884,498.4737514013954,0.636944067583375,317.9592616168046
319,501085,1571,down,319.0,159.5,0.006269592476489028,1.0,79.75313479623824,78.75313479623824,-0.9999998156046586,-0.0006072813589106284,-3.140985372193556,-159.49997058894303,-0.09686137674624523,318.49999352906593,500.3632499781834,0.6365375425612353,318.9592616168046
320,502656,1571,up,320.0,160.0,0.00625,1.0,80.003125,79.003125,0.9999994895070792,0.0010104383112257485,0.0010104384831663186,159.99991832113267,0.16167012979611978,319.4999935087489,501.93374919661454,0.6365381766421054,319.9592616168046
321,504227,1571,down,321.0,160.5,0.006230529595015576,1.0,80.25311526479751,79.25311526479751,-0.9999990008739484,-0.001413595099309339,-3.1401790580196973,-160.49983964026873,-0.22688201343914893,320.4999934884319,503.5047482600844,0.6365381748552613,320.9592616168046
322,505798,1571,up,322.0,161.0,0.006211180124223602,0.9999999999999999,80.5031055900621,79.5031055900621,0.9999983497053454,0.0018167516576330534,0.0018167526570255631,160.9997343025606,0.2924970168789216,321.4999934681149,505.07574748789074,0.6365381728724223,321.9592616168046
323,507368,1570,down,323.0,161.5,0.006191950464396285,1.0,80.7530959752322,79.7530959752322,-0.9999999758192659,-0.00021991240884125323,-3.1413727411791794,-161.49999609481145,-0.0355158540278624,322.4998972074583,506.3237475184863,0.6369440477323919,322.9586250795671
324,508939,1571,up,324.0,162.0,0.006172839506172839,1.0,81.00308641975309,80.00308641975309,0.9999998058922069,0.0006230694572271189,0.0006230694975413344,161.99996855453753,0.10093725207079325,323.4999934274809,508.21824610467485,0.6365375424967552,323.9586250795671
325,510510,1571,down,325.0,162.5,0.006153846153846154,1.0,81.25307692307692,80.25307692307692,-0.999999473429545,-0.0010262264043432413,-3.1405664270053233,-162.49991443230107,-0.1667617907057767,324.49999340716397,509.7887453618093,0.6365381667593673,324.9586250795671
